"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Netherlands","6","England","7","2","366"
"Brazil","1","Belgium","3","3","366"
"Korea Republic","5","Argentina","7","4","366"
"Netherlands","2","France","3","1","367"
"Colombia","6","Portugal","7","2","367"
"Belgium","1","Germany","3","3","367"
"Denmark","6","Mexico","8","4","367"
"Colombia","2","Belgium","4","1","368"
"Germany","6","Italy","7","2","368"
"Argentina","2","England","3","3","368"
"Spain","5","France","7","4","368"
"Denmark","2","Italy","3","1","369"
"Germany","5","Colombia","8","2","369"
"Netherlands","1","England","3","3","369"
"Brazil","5","Belgium","7","4","369"
"Italy","2","Mexico","4","1","370"
"Spain","6","Germany","8","2","370"
"Costa Rica","2","Argentina","3","3","370"
"Iran","5","Poland","8","4","370"
"France","2","Brazil","3","1","371"
"Nigeria","5","United States","8","2","371"
"Qatar","1","Mexico","4","3","371"
"Netherlands","6","Germany","8","4","371"
"Japan","1","Colombia","4","1","372"
"Denmark","5","Iran","7","2","372"
"Mexico","1","Portugal","4","3","372"
"England","5","Netherlands","7","4","372"
"Poland","1","Brazil","4","1","373"
"Argentina","6","Belgium","8","2","373"
"Spain","2","Iran","3","3","373"
"Netherlands","6","Australia","7","4","373"
"Mexico","2","Colombia","4","1","374"
"Portugal","5","Algeria","8","2","374"
"Brazil","1","Belgium","3","3","374"
"Netherlands","5","Spain","8","4","374"
"Wales","2","Spain","3","1","375"
"Korea Republic","5","Belgium","8","2","375"
"France","2","Portugal","4","3","375"
"Brazil","5","England","7","4","375"
"Mexico","1","Netherlands","4","1","376"
"Denmark","5","France","7","2","376"
"Brazil","1","Belgium","4","3","376"
"Spain","6","Portugal","7","4","376"
"Denmark","1","France","4","1","377"
"Portugal","6","Argentina","8","2","377"
"Japan","1","Poland","3","3","377"
"Uruguay","6","Germany","8","4","377"
"Mexico","1","Argentina","4","1","378"
"Germany","6","Italy","8","2","378"
"Brazil","1","Algeria","4","3","378"
"Japan","6","Portugal","7","4","378"
"Germany","2","Wales","4","1","379"
"Croatia","6","Portugal","8","2","379"
"Qatar","1","Netherlands","3","3","379"
"France","5","Iran","8","4","379"
"Wales","2","Germany","4","1","380"
"France","6","Netherlands","7","2","380"
"Brazil","1","Switzerland","3","3","380"
"Argentina","5","Spain","8","4","380"
"Brazil","1","Portugal","3","1","381"
"Italy","6","Uruguay","8","2","381"
"Switzerland","1","France","3","3","381"
"England","5","Mexico","7","4","381"
"France","1","Mexico","4","1","382"
"Belgium","6","Croatia","8","2","382"
"Uruguay","2","Netherlands","3","3","382"
"Argentina","5","Spain","7","4","382"
"Colombia","2","Brazil","4","1","383"
"Belgium","6","Iran","7","2","383"
"France","1","Portugal","3","3","383"
"Argentina","6","England","7","4","383"
"Colombia","2","Portugal","3","1","384"
"Chile","6","France","8","2","384"
"Qatar","1","Mexico","4","3","384"
"Denmark","6","Uruguay","7","4","384"
"Jamaica","1","Switzerland","4","1","385"
"Brazil","5","Uruguay","7","2","385"
"Colombia","2","Mexico","3","3","385"
"Belgium","6","Portugal","7","4","385"
"Uruguay","1","Mexico","4","1","386"
"Portugal","5","Netherlands","7","2","386"
"England","1","United States","3","3","386"
"France","6","Brazil","8","4","386"
"Poland","1","Italy","4","1","387"
"Belgium","6","Chile","8","2","387"
"Portugal","2","Switzerland","3","3","387"
"Iran","5","Spain","8","4","387"
"Argentina","1","Australia","4","1","388"
"Croatia","5","France","8","2","388"
"Germany","1","Denmark","4","3","388"
"Italy","5","Uruguay","8","4","388"
"Italy","1","Germany","4","1","389"
"Australia","5","Switzerland","7","2","389"
"Nigeria","1","Netherlands","4","3","389"
"Portugal","5","Argentina","7","4","389"
"Japan","1","Uruguay","3","1","390"
"Belgium","5","Chile","7","2","390"
"Italy","1","Germany","3","3","390"
"Argentina","5","France","7","4","390"
"Italy","1","Belgium","4","1","391"
"England","6","Mexico","7","2","391"
"Morocco","1","Wales","3","3","391"
"Costa Rica","6","Portugal","8","4","391"
"Uruguay","1","Korea Republic","4","1","392"
"Chile","6","Italy","8","2","392"
"Switzerland","1","Mexico","3","3","392"
"Argentina","5","Colombia","8","4","392"
"Netherlands","1","Argentina","4","1","393"
"Portugal","6","Poland","8","2","393"
"Belgium","2","Uruguay","4","3","393"
"Australia","6","Germany","8","4","393"
"Portugal","1","Algeria","4","1","394"
"Brazil","6","Italy","8","2","394"
"Netherlands","2","Belgium","4","3","394"
"Mexico","6","Spain","8","4","394"
"Qatar","2","Uruguay","4","1","395"
"Korea Republic","5","Chile","8","2","395"
"Poland","2","Belgium","4","3","395"
"Wales","5","France","8","4","395"
"Germany","1","Netherlands","3","1","396"
"Italy","6","Australia","7","2","396"
"Mexico","1","Spain","4","3","396"
"Argentina","5","Colombia","8","4","396"
"Croatia","1","Denmark","3","1","397"
"Korea Republic","5","Brazil","8","2","397"
"Belgium","1","England","4","3","397"
"France","5","Costa Rica","8","4","397"
"Wales","1","Japan","3","1","398"
"Portugal","5","Switzerland","8","2","398"
"France","1","Italy","4","3","398"
"Uruguay","6","Germany","7","4","398"
"Chile","2","Germany","4","1","399"
"Croatia","5","Iran","7","2","399"
"Brazil","1","Belgium","4","3","399"
"Spain","6","Italy","8","4","399"
"Poland","1","Germany","3","1","400"
"Portugal","5","Uruguay","8","2","400"
"Morocco","2","France","3","3","400"
"Belgium","5","Argentina","8","4","400"
"Portugal","1","Denmark","4","1","401"
"Germany","6","Spain","7","2","401"
"Netherlands","2","Switzerland","4","3","401"
"Argentina","6","Chile","7","4","401"
"Poland","2","Australia","3","1","402"
"Denmark","6","England","7","2","402"
"Brazil","1","France","3","3","402"
"Algeria","6","Nigeria","7","4","402"
"Uruguay","1","Netherlands","4","1","403"
"Brazil","6","Iran","8","2","403"
"Qatar","1","Argentina","3","3","403"
"Mexico","5","England","7","4","403"
"Iran","1","Colombia","4","1","404"
"Belgium","5","Spain","7","2","404"
"Portugal","1","France","4","3","404"
"Netherlands","6","Uruguay","7","4","404"
"Mexico","1","Denmark","4","1","405"
"France","5","England","7","2","405"
"Spain","1","Brazil","3","3","405"
"Portugal","6","Germany","7","4","405"
"Croatia","1","Brazil","4","1","406"
"Argentina","5","Netherlands","8","2","406"
"Spain","2","Iran","3","3","406"
"France","6","England","8","4","406"
"Italy","1","France","4","1","407"
"Mexico","6","Denmark","8","2","407"
"Argentina","1","Colombia","3","3","407"
"Spain","6","Brazil","8","4","407"
"Italy","2","Wales","3","1","408"
"Uruguay","5","Portugal","8","2","408"
"Costa Rica","2","England","3","3","408"
"Belgium","5","Denmark","7","4","408"
"Germany","2","France","3","1","409"
"Belgium","6","Spain","8","2","409"
"Qatar","1","Argentina","3","3","409"
"Portugal","6","Senegal","8","4","409"
"Germany","1","Colombia","3","1","410"
"Japan","5","England","7","2","410"
"France","1","Argentina","4","3","410"
"Spain","5","Brazil","7","4","410"
"Italy","1","France","3","1","411"
"Germany","5","England","7","2","411"
"Argentina","2","Spain","4","3","411"
"Portugal","6","Brazil","7","4","411"
"Germany","2","Mexico","4","1","412"
"Argentina","6","Belgium","8","2","412"
"Portugal","1","Brazil","3","3","412"
"Australia","6","France","7","4","412"
"England","2","Korea Republic","4","1","413"
"Portugal","5","Belgium","8","2","413"
"Chile","1","Spain","3","3","413"
"Croatia","5","Colombia","7","4","413"
"Germany","2","Belgium","3","1","414"
"Argentina","6","England","7","2","414"
"Brazil","1","Mexico","3","3","414"
"United States","5","Portugal","7","4","414"
"Germany","1","Argentina","4","1","415"
"Costa Rica","5","England","7","2","415"
"Switzerland","1","Brazil","3","3","415"
"Portugal","5","Uruguay","7","4","415"
"Netherlands","2","Germany","4","1","416"
"Denmark","6","France","7","2","416"
"Tunisia","1","Portugal","3","3","416"
"Argentina","5","Uruguay","8","4","416"
"Poland","2","Denmark","3","1","417"
"Germany","5","Portugal","8","2","417"
"France","1","Belgium","4","3","417"
"Argentina","5","Uruguay","8","4","417"
"Croatia","2","Denmark","4","1","418"
"England","6","Colombia","7","2","418"
"Italy","2","France","3","3","418"
"Uruguay","6","Belgium","8","4","418"
"Colombia","2","Korea Republic","4","1","419"
"Mexico","6","Uruguay","8","2","419"
"Brazil","1","Netherlands","4","3","419"
"Spain","5","Denmark","8","4","419"
"Italy","1","Germany","4","1","420"
"Brazil","6","Netherlands","7","2","420"
"Colombia","1","Spain","4","3","420"
"Jamaica","6","England","8","4","420"
"Portugal","1","France","4","1","421"
"Spain","6","Mexico","7","2","421"
"Germany","1","Colombia","3","3","421"
"Belgium","5","Japan","7","4","421"
"Uruguay","1","Portugal","3","1","422"
"Algeria","6","France","8","2","422"
"Qatar","1","Belgium","3","3","422"
"Spain","6","Netherlands","7","4","422"
"Mexico","2","Belgium","4","1","423"
"Korea Republic","6","Brazil","8","2","423"
"Japan","1","Italy","3","3","423"
"Spain","6","Portugal","8","4","423"
"Germany","2","Portugal","3","1","424"
"Mexico","5","Uruguay","7","2","424"
"Belgium","1","Brazil","4","3","424"
"Argentina","6","United States","7","4","424"
"Nigeria","2","Belgium","4","1","425"
"Germany","6","Portugal","7","2","425"
"Denmark","2","Netherlands","4","3","425"
"Australia","5","Korea Republic","8","4","425"
"Poland","1","Belgium","3","1","426"
"France","6","Argentina","8","2","426"
"England","1","Korea Republic","4","3","426"
"Spain","5","Netherlands","7","4","426"
"Germany","1","Argentina","4","1","427"
"England","5","Portugal","7","2","427"
"Chile","2","Brazil","3","3","427"
"Netherlands","6","Belgium","7","4","427"
"Denmark","2","Germany","3","1","428"
"France","6","Nigeria","8","2","428"
"Algeria","2","Spain","4","3","428"
"Netherlands","6","Croatia","7","4","428"
"Senegal","2","Portugal","4","1","429"
"Spain","5","France","8","2","429"
"Colombia","1","Netherlands","4","3","429"
"Denmark","5","Croatia","7","4","429"
"Argentina","1","Spain","3","1","430"
"England","6","Belgium","8","2","430"
"Poland","1","Italy","4","3","430"
"Netherlands","6","Germany","7","4","430"
"Spain","2","Portugal","3","1","431"
"Denmark","5","Germany","8","2","431"
"Mexico","1","Uruguay","3","3","431"
"Argentina","5","France","8","4","431"
"Belgium","2","Brazil","4","1","432"
"France","5","Spain","7","2","432"
"Qatar","1","Italy","4","3","432"
"Switzerland","5","Argentina","7","4","432"
"Italy","1","Portugal","3","1","433"
"Belgium","6","England","7","2","433"
"Brazil","1","Uruguay","3","3","433"
"Croatia","6","Netherlands","7","4","433"
"Japan","2","Brazil","3","1","434"
"Senegal","6","Poland","8","2","434"
"Spain","2","England","4","3","434"
"Portugal","6","Denmark","8","4","434"
"Costa Rica","1","Senegal","4","1","435"
"Spain","6","Italy","7","2","435"
"France","2","England","3","3","435"
"Brazil","6","Wales","8","4","435"
"Portugal","2","Brazil","3","1","436"
"Belgium","6","Uruguay","8","2","436"
"Colombia","1","Italy","4","3","436"
"Mexico","5","Spain","8","4","436"
"Croatia","1","France","4","1","437"
"Portugal","5","Belgium","7","2","437"
"Brazil","1","Netherlands","4","3","437"
"Spain","6","Australia","8","4","437"
"Colombia","1","Belgium","4","1","438"
"Argentina","5","England","7","2","438"
"Qatar","1","Italy","4","3","438"
"Japan","6","Mexico","8","4","438"
"Italy","1","Brazil","3","1","439"
"Mexico","6","Croatia","7","2","439"
"Germany","1","Switzerland","4","3","439"
"Spain","6","Denmark","7","4","439"
"Italy","1","Argentina","3","1","440"
"Uruguay","5","Spain","7","2","440"
"Wales","1","Netherlands","3","3","440"
"Belgium","5","Portugal","8","4","440"
"Portugal","1","England","3","1","441"
"Spain","5","France","8","2","441"
"Colombia","2","Uruguay","4","3","441"
"Belgium","5","Netherlands","7","4","441"
"Spain","2","Argentina","4","1","442"
"Germany","5","Belgium","8","2","442"
"Wales","1","France","3","3","442"
"Brazil","5","Korea Republic","8","4","442"
"Netherlands","1","Portugal","4","1","443"
"Belgium","6","Argentina","8","2","443"
"France","2","Spain","3","3","443"
"Australia","6","Brazil","7","4","443"
"Colombia","1","Chile","4","1","444"
"France","5","Italy","7","2","444"
"Wales","1","Portugal","4","3","444"
"Denmark","5","Argentina","8","4","444"
"Croatia","2","Argentina","4","1","445"
"Belgium","5","France","8","2","445"
"Spain","1","Germany","4","3","445"
"Denmark","6","Uruguay","7","4","445"
"Netherlands","1","Mexico","3","1","446"
"Switzerland","5","Brazil","8","2","446"
"Jamaica","2","Spain","4","3","446"
"England","6","Korea Republic","7","4","446"
"Netherlands","2","Denmark","4","1","447"
"France","6","Colombia","7","2","447"
"Wales","1","Brazil","4","3","447"
"Italy","5","Portugal","7","4","447"
"Wales","1","Uruguay","4","1","448"
"Argentina","6","Spain","7","2","448"
"Italy","1","Belgium","3","3","448"
"Portugal","6","Poland","7","4","448"
"Croatia","2","Spain","3","1","449"
"Belgium","6","Portugal","8","2","449"
"Costa Rica","2","Wales","3","3","449"
"England","6","France","8","4","449"
"Croatia","1","England","3","1","450"
"Uruguay","6","Denmark","7","2","450"
"Switzerland","1","Portugal","4","3","450"
"Italy","6","Belgium","7","4","450"
"England","1","Belgium","4","1","451"
"Denmark","6","Switzerland","8","2","451"
"Netherlands","1","Germany","3","3","451"
"United States","5","Mexico","8","4","451"
"Uruguay","1","Brazil","4","1","452"
"Croatia","5","Italy","7","2","452"
"Argentina","1","Belgium","3","3","452"
"Portugal","5","Algeria","7","4","452"
"Denmark","1","Uruguay","3","1","453"
"Argentina","5","Mexico","8","2","453"
"Brazil","1","Iran","3","3","453"
"Germany","6","France","8","4","453"
"Brazil","1","Colombia","3","1","454"
"Netherlands","5","Poland","8","2","454"
"Denmark","2","Portugal","4","3","454"
"England","5","Belgium","7","4","454"
"Denmark","2","Spain","3","1","455"
"Germany","6","France","7","2","455"
"Senegal","1","Netherlands","4","3","455"
"United States","5","Japan","8","4","455"
"Mexico","1","Germany","4","1","456"
"Brazil","5","France","8","2","456"
"Nigeria","1","England","3","3","456"
"Italy","6","Portugal","8","4","456"
"Germany","1","England","3","1","457"
"Belgium","6","Denmark","7","2","457"
"Senegal","2","Korea Republic","3","3","457"
"Brazil","5","Spain","8","4","457"
"Iran","2","France","4","1","458"
"Netherlands","6","Belgium","8","2","458"
"Italy","2","Poland","3","3","458"
"Argentina","5","Costa Rica","7","4","458"
"Germany","2","Belgium","4","1","459"
"Spain","6","Portugal","7","2","459"
"England","1","Senegal","4","3","459"
"Colombia","5","Chile","8","4","459"
"Japan","2","Netherlands","4","1","460"
"United States","6","France","8","2","460"
"Qatar","1","Korea Republic","3","3","460"
"Belgium","5","Croatia","8","4","460"
"Morocco","1","Denmark","3","1","461"
"Brazil","6","Belgium","8","2","461"
"Portugal","1","Colombia","3","3","461"
"Netherlands","5","Germany","7","4","461"
"Belgium","1","Japan","4","1","462"
"Spain","6","France","7","2","462"
"Denmark","1","Brazil","3","3","462"
"Italy","6","Croatia","8","4","462"
"Denmark","2","Germany","3","1","463"
"Switzerland","6","Belgium","8","2","463"
"Argentina","1","Mexico","3","3","463"
"Uruguay","6","Italy","8","4","463"
"Germany","1","Spain","4","1","464"
"France","6","Netherlands","8","2","464"
"Poland","1","Australia","3","3","464"
"Nigeria","6","Belgium","7","4","464"
"Netherlands","1","Korea Republic","4","1","465"
"Switzerland","5","Chile","7","2","465"
"Qatar","1","Belgium","3","3","465"
"Argentina","5","France","8","4","465"
"Belgium","1","France","4","1","466"
"Italy","6","Portugal","8","2","466"
"Nigeria","1","Mexico","4","3","466"
"Brazil","6","Argentina","7","4","466"
"Denmark","1","Portugal","3","1","467"
"Netherlands","5","Korea Republic","8","2","467"
"Brazil","1","England","3","3","467"
"Argentina","5","Poland","7","4","467"
"Wales","2","Mexico","3","1","468"
"Brazil","5","England","8","2","468"
"Spain","2","Iran","3","3","468"
"Italy","6","Belgium","7","4","468"
"Senegal","2","Colombia","4","1","469"
"Wales","6","Belgium","7","2","469"
"Netherlands","1","Uruguay","4","3","469"
"Brazil","5","Mexico","7","4","469"
"Argentina","1","Costa Rica","3","1","470"
"Brazil","6","Colombia","7","2","470"
"Italy","1","Belgium","3","3","470"
"Germany","6","Denmark","7","4","470"
"Iran","1","Korea Republic","3","1","471"
"Italy","5","Spain","7","2","471"
"Portugal","2","Colombia","4","3","471"
"France","6","Switzerland","8","4","471"
"Switzerland","1","Italy","4","1","472"
"Belgium","6","France","8","2","472"
"Brazil","1","England","3","3","472"
"Denmark","6","Colombia","8","4","472"
"Senegal","1","Morocco","4","1","473"
"Spain","5","Belgium","8","2","473"
"Germany","1","Mexico","4","3","473"
"Chile","5","Algeria","7","4","473"
"Denmark","2","Germany","4","1","474"
"Brazil","5","England","8","2","474"
"Qatar","1","Spain","3","3","474"
"Poland","5","Chile","7","4","474"
"Iran","2","Italy","3","1","475"
"England","6","Croatia","8","2","475"
"Portugal","2","France","4","3","475"
"Brazil","6","Argentina","8","4","475"
"Uruguay","1","Wales","3","1","476"
"Denmark","5","Spain","8","2","476"
"Brazil","2","England","4","3","476"
"Portugal","6","Switzerland","7","4","476"
"Morocco","1","Belgium","3","1","477"
"Germany","5","Iran","7","2","477"
"Netherlands","1","Colombia","3","3","477"
"Chile","6","Argentina","8","4","477"
"Italy","1","Belgium","4","1","478"
"Spain","6","Netherlands","8","2","478"
"France","2","Brazil","3","3","478"
"Uruguay","5","Germany","7","4","478"
"Mexico","1","Italy","4","1","479"
"France","6","Croatia","8","2","479"
"Denmark","1","Brazil","4","3","479"
"Colombia","5","Portugal","8","4","479"
"Korea Republic","1","Italy","3","1","480"
"Spain","5","Costa Rica","8","2","480"
"Belgium","1","Brazil","4","3","480"
"Colombia","6","Portugal","8","4","480"
"Uruguay","1","Brazil","4","1","481"
"England","5","Croatia","8","2","481"
"Spain","2","Italy","3","3","481"
"Belgium","6","Portugal","7","4","481"
"Denmark","1","Croatia","3","1","482"
"Germany","5","Brazil","8","2","482"
"England","2","Chile","4","3","482"
"Argentina","5","France","7","4","482"
"Switzerland","1","Argentina","3","1","483"
"France","5","Brazil","7","2","483"
"Netherlands","2","Portugal","3","3","483"
"Poland","5","Wales","7","4","483"
"Morocco","2","Iran","4","1","484"
"Argentina","6","Belgium","7","2","484"
"Brazil","1","Portugal","4","3","484"
"Korea Republic","5","Japan","7","4","484"
"Switzerland","2","Morocco","3","1","485"
"France","6","Uruguay","7","2","485"
"Belgium","1","Argentina","4","3","485"
"Iran","5","England","7","4","485"
"Italy","2","Spain","3","1","486"
"Wales","5","Netherlands","8","2","486"
"Belgium","1","Colombia","4","3","486"
"Mexico","5","Argentina","7","4","486"
"Croatia","2","Italy","4","1","487"
"Uruguay","6","Spain","8","2","487"
"Morocco","1","Argentina","4","3","487"
"Belgium","5","Iran","8","4","487"
"Belgium","1","France","3","1","488"
"Netherlands","5","Brazil","8","2","488"
"Australia","1","Chile","3","3","488"
"Portugal","6","Italy","7","4","488"
"Uruguay","2","Japan","4","1","489"
"Netherlands","6","Mexico","8","2","489"
"England","2","Italy","3","3","489"
"France","5","Belgium","7","4","489"
"Uruguay","1","France","4","1","490"
"England","5","Wales","7","2","490"
"Belgium","1","Argentina","3","3","490"
"Chile","5","Brazil","7","4","490"
"Uruguay","1","Spain","3","1","491"
"Denmark","6","Wales","8","2","491"
"Netherlands","1","United States","3","3","491"
"Italy","5","Argentina","8","4","491"
"Poland","1","Argentina","3","1","492"
"England","6","Uruguay","8","2","492"
"Algeria","2","Croatia","3","3","492"
"Netherlands","5","Switzerland","7","4","492"
"Japan","2","Netherlands","4","1","493"
"Mexico","6","Spain","7","2","493"
"France","1","Brazil","3","3","493"
"England","5","Germany","8","4","493"
"Germany","1","Spain","3","1","494"
"Uruguay","5","Brazil","8","2","494"
"Wales","2","Netherlands","3","3","494"
"Portugal","6","Croatia","8","4","494"
"Denmark","2","England","4","1","495"
"Colombia","5","Netherlands","8","2","495"
"Belgium","1","Switzerland","4","3","495"
"Spain","6","France","7","4","495"
"Poland","2","Argentina","4","1","496"
"Portugal","6","Switzerland","8","2","496"
"Uruguay","2","Mexico","3","3","496"
"Spain","5","Denmark","8","4","496"
"Brazil","1","Uruguay","3","1","497"
"Italy","5","Germany","8","2","497"
"Qatar","1","Spain","3","3","497"
"France","6","Japan","8","4","497"
"Switzerland","1","France","3","1","498"
"Portugal","6","Brazil","8","2","498"
"Italy","2","Japan","3","3","498"
"Mexico","5","Netherlands","7","4","498"
"Argentina","1","Netherlands","3","1","499"
"Chile","5","Spain","7","2","499"
"Uruguay","1","Belgium","3","3","499"
"Japan","5","Denmark","8","4","499"
"Korea Republic","2","France","3","1","500"
"Belgium","6","Netherlands","8","2","500"
"Spain","2","England","3","3","500"
"Japan","5","Argentina","8","4","500"
"Mexico","2","Australia","3","1","501"
"Denmark","6","Netherlands","7","2","501"
"Belgium","1","Italy","3","3","501"
"France","6","Portugal","7","4","501"
"Italy","2","France","4","1","502"
"Colombia","5","Netherlands","8","2","502"
"Germany","1","Chile","3","3","502"
"Portugal","6","Denmark","7","4","502"
"Switzerland","2","Italy","3","1","503"
"Australia","5","Spain","8","2","503"
"England","2","Brazil","4","3","503"
"Uruguay","5","Germany","8","4","503"
"Belgium","1","Japan","4","1","504"
"England","5","Portugal","7","2","504"
"Jamaica","1","Brazil","4","3","504"
"Mexico","5","Germany","7","4","504"
"Belgium","1","France","3","1","505"
"Colombia","6","England","7","2","505"
"Italy","1","Portugal","3","3","505"
"Spain","5","Brazil","8","4","505"
"Iran","1","England","4","1","506"
"Argentina","6","Germany","7","2","506"
"Qatar","1","Brazil","3","3","506"
"Belgium","6","Portugal","7","4","506"
"Mexico","2","Algeria","3","1","507"
"Denmark","5","Colombia","8","2","507"
"Portugal","1","Chile","3","3","507"
"Germany","5","England","8","4","507"
"Iran","2","Spain","4","1","508"
"Brazil","6","Uruguay","8","2","508"
"Qatar","1","Chile","4","3","508"
"Netherlands","6","Algeria","7","4","508"
"Wales","1","Italy","4","1","509"
"Spain","5","Switzerland","7","2","509"
"Argentina","1","Iran","4","3","509"
"Portugal","6","England","7","4","509"
"Qatar","1","Croatia","4","1","510"
"Colombia","5","Italy","7","2","510"
"Costa Rica","2","France","3","3","510"
"Portugal","5","Spain","8","4","510"
"Netherlands","2","Italy","3","1","511"
"France","6","Belgium","7","2","511"
"Brazil","1","Iran","4","3","511"
"Spain","6","Croatia","8","4","511"
"Netherlands","2","Switzerland","3","1","512"
"Poland","5","Senegal","7","2","512"
"Chile","2","Mexico","3","3","512"
"France","6","Brazil","7","4","512"
"Italy","1","France","3","1","513"
"Iran","5","Colombia","8","2","513"
"Germany","1","Uruguay","3","3","513"
"Brazil","6","Belgium","7","4","513"
"Spain","2","France","3","1","514"
"Brazil","6","Argentina","8","2","514"
"Uruguay","2","Switzerland","4","3","514"
"Denmark","5","Germany","7","4","514"
"Switzerland","1","Germany","3","1","515"
"Denmark","5","Colombia","7","2","515"
"Netherlands","2","Italy","4","3","515"
"Spain","5","Belgium","7","4","515"
"Denmark","1","Uruguay","3","1","516"
"Algeria","6","England","8","2","516"
"Qatar","1","Germany","3","3","516"
"Switzerland","6","Netherlands","8","4","516"
"Switzerland","2","France","4","1","517"
"Spain","6","Germany","8","2","517"
"Mexico","1","Poland","3","3","517"
"Japan","6","England","7","4","517"
"Netherlands","1","Argentina","4","1","518"
"Japan","5","Senegal","7","2","518"
"England","1","Brazil","4","3","518"
"Denmark","5","Italy","7","4","518"
"Chile","1","Germany","4","1","519"
"Netherlands","5","Brazil","7","2","519"
"France","1","England","3","3","519"
"Australia","5","Italy","8","4","519"
"Italy","1","Chile","3","1","520"
"Brazil","5","Spain","7","2","520"
"Belgium","1","Netherlands","4","3","520"
"Portugal","6","Uruguay","7","4","520"
"Belgium","1","France","3","1","521"
"Croatia","6","Argentina","8","2","521"
"Netherlands","1","Italy","3","3","521"
"Portugal","5","Denmark","8","4","521"
"Germany","1","France","3","1","522"
"Portugal","5","Colombia","7","2","522"
"Chile","2","Netherlands","3","3","522"
"Argentina","5","Switzerland","8","4","522"
"Mexico","1","Argentina","3","1","523"
"Netherlands","5","France","8","2","523"
"Brazil","1","Denmark","3","3","523"
"Spain","5","Korea Republic","8","4","523"
"Belgium","1","England","4","1","524"
"Brazil","6","Uruguay","7","2","524"
"Italy","1","Algeria","4","3","524"
"Argentina","5","Portugal","7","4","524"
"Argentina","1","Belgium","4","1","525"
"Switzerland","6","Croatia","7","2","525"
"Japan","2","Uruguay","3","3","525"
"Mexico","5","Brazil","8","4","525"
"Senegal","2","Iran","3","1","526"
"France","6","Portugal","7","2","526"
"Belgium","1","Switzerland","4","3","526"
"Nigeria","5","Brazil","7","4","526"
"Mexico","1","Belgium","4","1","527"
"Spain","6","Germany","8","2","527"
"Switzerland","2","Uruguay","3","3","527"
"Netherlands","6","Brazil","7","4","527"
"Argentina","1","Uruguay","3","1","528"
"Brazil","6","Morocco","8","2","528"
"Italy","1","Belgium","4","3","528"
"Netherlands","5","England","8","4","528"
"Croatia","2","Germany","3","1","529"
"Japan","5","Belgium","7","2","529"
"United States","1","Portugal","4","3","529"
"Argentina","5","Italy","8","4","529"
"Netherlands","1","France","3","1","530"
"Spain","5","Brazil","7","2","530"
"Wales","1","Uruguay","4","3","530"
"Colombia","5","Germany","7","4","530"
"Germany","1","Denmark","4","1","531"
"Poland","5","Switzerland","8","2","531"
"Spain","2","Brazil","3","3","531"
"Portugal","6","Belgium","8","4","531"
"Italy","2","Spain","3","1","532"
"Argentina","6","Australia","7","2","532"
"Chile","1","Belgium","4","3","532"
"France","5","Costa Rica","7","4","532"
"Argentina","1","Korea Republic","4","1","533"
"Portugal","6","Belgium","7","2","533"
"Qatar","1","Spain","4","3","533"
"Japan","6","France","7","4","533"
"Iran","2","Spain","4","1","534"
"Denmark","5","Argentina","8","2","534"
"England","2","Netherlands","4","3","534"
"Brazil","5","Italy","8","4","534"
"Jamaica","1","Italy","3","1","535"
"Netherlands","6","Colombia","7","2","535"
"France","1","Brazil","3","3","535"
"Belgium","6","England","8","4","535"
"Spain","1","Colombia","4","1","536"
"Denmark","5","France","7","2","536"
"Wales","1","Portugal","4","3","536"
"Senegal","6","Germany","7","4","536"
"Tunisia","1","Portugal","3","1","537"
"Brazil","6","Germany","8","2","537"
"Netherlands","2","Belgium","3","3","537"
"France","6","England","7","4","537"
"Portugal","2","France","4","1","538"
"Netherlands","6","England","8","2","538"
"Japan","2","Spain","4","3","538"
"Belgium","6","Croatia","8","4","538"
"Denmark","2","Brazil","4","1","539"
"Belgium","6","Argentina","7","2","539"
"Chile","2","Italy","4","3","539"
"France","5","Netherlands","7","4","539"
"Argentina","1","Portugal","3","1","540"
"Italy","5","France","8","2","540"
"Mexico","2","Nigeria","3","3","540"
"Netherlands","5","Belgium","7","4","540"
"Uruguay","1","Germany","4","1","541"
"United States","5","Australia","8","2","541"
"England","1","Morocco","3","3","541"
"Spain","5","Belgium","7","4","541"
"Croatia","1","Brazil","4","1","542"
"Spain","5","Mexico","8","2","542"
"Portugal","1","Switzerland","4","3","542"
"Australia","6","France","8","4","542"
"Argentina","1","Colombia","3","1","543"
"Denmark","5","Italy","8","2","543"
"United States","1","Portugal","4","3","543"
"Brazil","6","Spain","8","4","543"
"Qatar","1","Germany","4","1","544"
"Uruguay","6","Morocco","8","2","544"
"Costa Rica","2","Denmark","4","3","544"
"Brazil","6","Wales","7","4","544"
"Netherlands","1","Denmark","4","1","545"
"Argentina","6","Uruguay","8","2","545"
"Spain","2","England","3","3","545"
"Italy","6","Senegal","7","4","545"
"Italy","1","France","3","1","546"
"Croatia","5","Denmark","8","2","546"
"Belgium","1","Spain","4","3","546"
"England","6","Portugal","8","4","546"
"Qatar","1","Brazil","3","1","547"
"Colombia","6","Netherlands","7","2","547"
"Australia","1","Germany","3","3","547"
"Portugal","6","Spain","8","4","547"
"Brazil","1","France","4","1","548"
"England","6","Chile","8","2","548"
"Uruguay","1","Italy","4","3","548"
"Spain","6","Australia","8","4","548"
