"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Switzerland","5","England","7","4","914"
"Korea Republic","2","Brazil","4","1","915"
"Spain","6","Italy","8","2","915"
"Belgium","1","Portugal","4","3","915"
"France","6","England","8","4","915"
"Colombia","2","Belgium","4","1","916"
"Iran","5","Germany","8","2","916"
"Senegal","1","Croatia","4","3","916"
"Mexico","5","Brazil","8","4","916"
"Colombia","1","Mexico","4","1","917"
"Germany","6","Wales","7","2","917"
"Italy","1","Portugal","4","3","917"
"Brazil","5","Belgium","7","4","917"
"Mexico","1","Brazil","4","1","918"
"Germany","6","France","8","2","918"
"Argentina","1","England","3","3","918"
"Belgium","5","Portugal","8","4","918"
"Australia","1","England","3","1","919"
"Italy","6","Belgium","8","2","919"
"Spain","1","France","3","3","919"
"Portugal","6","United States","7","4","919"
"Qatar","1","France","4","1","920"
"Spain","6","Brazil","8","2","920"
"Croatia","1","Denmark","3","3","920"
"Uruguay","6","Italy","7","4","920"
"France","2","Belgium","4","1","921"
"Spain","5","Chile","8","2","921"
"Netherlands","1","Australia","4","3","921"
"Italy","6","Germany","7","4","921"
"Australia","1","Portugal","4","1","922"
"Switzerland","5","Poland","8","2","922"
"Spain","2","Chile","4","3","922"
"France","5","Croatia","8","4","922"
"Qatar","1","Switzerland","3","1","923"
"Chile","6","Wales","7","2","923"
"Netherlands","1","Brazil","3","3","923"
"Iran","6","England","7","4","923"
"Denmark","1","France","4","1","924"
"Mexico","5","Belgium","7","2","924"
"Argentina","1","England","4","3","924"
"Brazil","6","Spain","7","4","924"
"Croatia","2","France","4","1","925"
"Spain","6","Portugal","7","2","925"
"Brazil","1","Chile","4","3","925"
"Netherlands","6","England","7","4","925"
"Australia","1","Poland","4","1","926"
"Argentina","6","France","7","2","926"
"England","1","Germany","4","3","926"
"Algeria","5","Italy","8","4","926"
"Qatar","1","Brazil","4","1","927"
"Senegal","5","Uruguay","8","2","927"
"Belgium","1","Argentina","3","3","927"
"France","5","Iran","7","4","927"
"Wales","2","Portugal","3","1","928"
"Iran","6","France","7","2","928"
"Uruguay","2","Netherlands","4","3","928"
"Spain","5","Argentina","7","4","928"
"Belgium","1","England","4","1","929"
"Argentina","6","Spain","8","2","929"
"Italy","2","Mexico","3","3","929"
"Brazil","5","Uruguay","7","4","929"
"Brazil","1","Mexico","4","1","930"
"France","5","Spain","8","2","930"
"Wales","2","Argentina","3","3","930"
"Chile","6","Belgium","7","4","930"
"Chile","1","England","4","1","931"
"Portugal","6","Italy","8","2","931"
"France","1","Denmark","4","3","931"
"Croatia","5","Senegal","7","4","931"
"Poland","1","Brazil","4","1","932"
"Spain","5","United States","8","2","932"
"Germany","2","Croatia","4","3","932"
"Nigeria","5","Switzerland","7","4","932"
"England","1","Uruguay","4","1","933"
"Portugal","5","Spain","7","2","933"
"Italy","2","Belgium","3","3","933"
"Wales","5","France","7","4","933"
"Argentina","1","France","3","1","934"
"Brazil","5","England","8","2","934"
"Mexico","1","Belgium","3","3","934"
"Japan","5","Switzerland","7","4","934"
"Brazil","1","Belgium","4","1","935"
"France","5","Denmark","8","2","935"
"Mexico","1","Korea Republic","4","3","935"
"Netherlands","6","England","7","4","935"
"Spain","2","Italy","3","1","936"
"Portugal","5","Korea Republic","7","2","936"
"Uruguay","2","Chile","3","3","936"
"Brazil","5","Belgium","8","4","936"
"Uruguay","1","Portugal","3","1","937"
"Belgium","6","Spain","8","2","937"
"Germany","1","Brazil","3","3","937"
"Colombia","6","Netherlands","8","4","937"
"England","2","Spain","3","1","938"
"Portugal","6","France","8","2","938"
"Netherlands","1","Denmark","4","3","938"
"Germany","5","Uruguay","8","4","938"
"Japan","1","Spain","3","1","939"
"Netherlands","5","Italy","8","2","939"
"Brazil","1","Portugal","4","3","939"
"Argentina","6","Belgium","7","4","939"
"Croatia","1","Germany","4","1","940"
"Colombia","5","France","7","2","940"
"Argentina","2","Poland","3","3","940"
"Iran","6","Chile","8","4","940"
"Denmark","2","England","4","1","941"
"Italy","5","Netherlands","8","2","941"
"Algeria","2","Belgium","3","3","941"
"Croatia","5","Argentina","8","4","941"
"Switzerland","1","Argentina","3","1","942"
"Mexico","5","Portugal","7","2","942"
"France","1","Spain","3","3","942"
"Belgium","6","Italy","8","4","942"
"Jamaica","2","Denmark","3","1","943"
"Mexico","5","Netherlands","8","2","943"
"Uruguay","2","England","4","3","943"
"Spain","6","Belgium","7","4","943"
"Netherlands","1","France","4","1","944"
"Uruguay","5","Croatia","8","2","944"
"Mexico","1","Australia","4","3","944"
"Argentina","5","Germany","8","4","944"
"Colombia","1","Denmark","3","1","945"
"Uruguay","5","Chile","7","2","945"
"England","1","Netherlands","3","3","945"
"Argentina","5","Portugal","8","4","945"
"Germany","1","Spain","3","1","946"
"Portugal","6","Mexico","8","2","946"
"Brazil","1","Italy","3","3","946"
"Tunisia","5","Netherlands","7","4","946"
"France","1","Germany","3","1","947"
"Italy","6","Chile","7","2","947"
"Denmark","2","Spain","3","3","947"
"Mexico","5","Belgium","8","4","947"
"Spain","1","England","4","1","948"
"France","5","Portugal","7","2","948"
"Wales","2","Mexico","3","3","948"
"Netherlands","6","Argentina","7","4","948"
"France","1","England","3","1","949"
"Argentina","6","Italy","8","2","949"
"Iran","1","Portugal","4","3","949"
"Wales","5","Belgium","7","4","949"
"Denmark","1","Spain","4","1","950"
"Chile","6","Italy","8","2","950"
"Uruguay","1","Mexico","3","3","950"
"Belgium","6","Nigeria","7","4","950"
"Croatia","1","Korea Republic","4","1","951"
"France","6","Colombia","7","2","951"
"Australia","1","England","3","3","951"
"Uruguay","5","Spain","8","4","951"
"Uruguay","1","Portugal","3","1","952"
"Italy","6","England","8","2","952"
"Brazil","1","Chile","4","3","952"
"France","5","Croatia","7","4","952"
"Mexico","1","France","3","1","953"
"Chile","6","Brazil","7","2","953"
"Germany","1","Colombia","4","3","953"
"Netherlands","5","Japan","7","4","953"
"Uruguay","1","Italy","4","1","954"
"Mexico","6","Wales","8","2","954"
"Switzerland","2","Brazil","4","3","954"
"Belgium","5","France","7","4","954"
"Morocco","1","England","3","1","955"
"Spain","5","Switzerland","8","2","955"
"Netherlands","1","Uruguay","4","3","955"
"Germany","6","Portugal","8","4","955"
"Italy","1","Brazil","4","1","956"
"Netherlands","6","Japan","7","2","956"
"Spain","2","Poland","4","3","956"
"France","6","Portugal","8","4","956"
"Brazil","1","Belgium","4","1","957"
"Germany","5","Portugal","8","2","957"
"Mexico","1","Argentina","3","3","957"
"Netherlands","5","Denmark","7","4","957"
"France","1","Chile","3","1","958"
"Brazil","6","England","8","2","958"
"Italy","2","Belgium","3","3","958"
"Spain","6","Uruguay","8","4","958"
"Qatar","1","Uruguay","4","1","959"
"Argentina","6","Spain","7","2","959"
"Germany","1","France","4","3","959"
"Denmark","6","Italy","8","4","959"
"Poland","1","Netherlands","3","1","960"
"England","6","Korea Republic","7","2","960"
"France","2","Brazil","4","3","960"
"Portugal","5","Belgium","7","4","960"
"Mexico","2","France","3","1","961"
"Uruguay","6","Brazil","8","2","961"
"Colombia","1","Spain","4","3","961"
"Belgium","5","Denmark","8","4","961"
"Netherlands","1","Colombia","4","1","962"
"England","5","Argentina","8","2","962"
"Italy","1","Portugal","3","3","962"
"Belgium","5","Brazil","7","4","962"
"Denmark","1","Germany","4","1","963"
"Brazil","6","Belgium","7","2","963"
"Argentina","1","United States","4","3","963"
"Uruguay","6","Italy","8","4","963"
"United States","2","Netherlands","3","1","964"
"Germany","5","Senegal","8","2","964"
"Italy","1","Portugal","3","3","964"
"Croatia","5","Colombia","8","4","964"
"Uruguay","2","Netherlands","3","1","965"
"Spain","5","England","8","2","965"
"France","1","Brazil","3","3","965"
"Poland","5","Belgium","7","4","965"
"Uruguay","1","Mexico","4","1","966"
"Wales","6","Chile","7","2","966"
"Netherlands","2","Portugal","3","3","966"
"Germany","6","Croatia","7","4","966"
"Germany","1","France","3","1","967"
"Senegal","6","Spain","7","2","967"
"Portugal","2","Brazil","3","3","967"
"Mexico","6","Belgium","7","4","967"
"Mexico","2","France","4","1","968"
"Belgium","6","Colombia","7","2","968"
"Argentina","2","Germany","3","3","968"
"Italy","6","Croatia","7","4","968"
"Denmark","2","Brazil","4","1","969"
"Netherlands","6","Portugal","7","2","969"
"Germany","2","Mexico","3","3","969"
"Japan","6","Belgium","8","4","969"
"Qatar","1","Mexico","4","1","970"
"Argentina","5","Italy","8","2","970"
"Netherlands","1","Brazil","4","3","970"
"Croatia","5","England","7","4","970"
"Korea Republic","1","Italy","3","1","971"
"Chile","6","Iran","7","2","971"
"Poland","1","Brazil","4","3","971"
"Spain","5","Portugal","7","4","971"
"Italy","2","Argentina","4","1","972"
"Brazil","5","France","8","2","972"
"Netherlands","1","Germany","3","3","972"
"Croatia","5","Poland","7","4","972"
"Italy","2","Belgium","4","1","973"
"Portugal","5","France","8","2","973"
"Argentina","1","Spain","4","3","973"
"Netherlands","5","Uruguay","7","4","973"
"Qatar","1","Uruguay","3","1","974"
"France","6","Portugal","8","2","974"
"Germany","1","Italy","4","3","974"
"Colombia","5","Argentina","7","4","974"
"Iran","2","France","3","1","975"
"Australia","5","Uruguay","8","2","975"
"Germany","1","Wales","4","3","975"
"Colombia","6","Belgium","7","4","975"
"Australia","1","France","4","1","976"
"Brazil","6","Spain","7","2","976"
"Portugal","1","England","4","3","976"
"Mexico","5","Japan","7","4","976"
"Netherlands","1","Iran","3","1","977"
"England","5","Croatia","7","2","977"
"Italy","1","Denmark","3","3","977"
"Belgium","5","France","7","4","977"
"Portugal","2","Argentina","3","1","978"
"Uruguay","5","Belgium","8","2","978"
"Denmark","1","Germany","3","3","978"
"Chile","5","Netherlands","7","4","978"
"Algeria","1","Colombia","4","1","979"
"Denmark","5","Spain","7","2","979"
"Brazil","1","France","4","3","979"
"Belgium","6","Mexico","7","4","979"
"Belgium","1","Spain","4","1","980"
"Netherlands","6","Korea Republic","7","2","980"
"Croatia","2","Uruguay","4","3","980"
"Portugal","5","England","8","4","980"
"Iran","1","Chile","3","1","981"
"Switzerland","6","Colombia","7","2","981"
"Germany","1","Portugal","3","3","981"
"Algeria","5","Mexico","7","4","981"
"England","2","Uruguay","4","1","982"
"Chile","6","Argentina","7","2","982"
"Italy","1","Brazil","4","3","982"
"Portugal","6","Germany","7","4","982"
"Croatia","1","Spain","3","1","983"
"Denmark","5","Belgium","8","2","983"
"Switzerland","2","Senegal","4","3","983"
"Brazil","5","Netherlands","7","4","983"
"England","1","Netherlands","3","1","984"
"Korea Republic","6","Switzerland","8","2","984"
"Denmark","1","Brazil","3","3","984"
"Argentina","6","Mexico","7","4","984"
"Germany","2","Uruguay","4","1","985"
"Brazil","6","Chile","7","2","985"
"Algeria","2","Iran","3","3","985"
"Netherlands","5","Portugal","7","4","985"
"United States","1","Brazil","3","1","986"
"Croatia","5","Colombia","8","2","986"
"Spain","2","Portugal","3","3","986"
"France","5","England","7","4","986"
"Italy","1","Wales","4","1","987"
"England","6","Argentina","8","2","987"
"Portugal","1","France","3","3","987"
"Belgium","5","Spain","8","4","987"
"Denmark","2","Senegal","3","1","988"
"Belgium","6","Brazil","8","2","988"
"Wales","1","Argentina","4","3","988"
"Netherlands","5","Germany","8","4","988"
"Italy","1","France","4","1","989"
"Senegal","6","Australia","8","2","989"
"Spain","2","Brazil","3","3","989"
"England","5","Croatia","8","4","989"
"Australia","1","Portugal","4","1","990"
"Italy","6","Spain","8","2","990"
"Belgium","1","Japan","4","3","990"
"Brazil","5","Chile","7","4","990"
"France","1","Portugal","4","1","991"
"Spain","6","Germany","8","2","991"
"Italy","1","Denmark","4","3","991"
"Mexico","6","Brazil","8","4","991"
"Mexico","1","Spain","4","1","992"
"Germany","5","Portugal","8","2","992"
"Japan","1","Argentina","4","3","992"
"Belgium","5","France","7","4","992"
"Netherlands","2","Belgium","3","1","993"
"Brazil","5","Germany","8","2","993"
"England","1","Denmark","3","3","993"
"Australia","5","Spain","7","4","993"
"Germany","1","England","3","1","994"
"Switzerland","6","Italy","7","2","994"
"Brazil","1","France","3","3","994"
"Argentina","6","Portugal","8","4","994"
"Netherlands","1","Poland","3","1","995"
"Brazil","5","Uruguay","8","2","995"
"Qatar","2","Portugal","4","3","995"
"Wales","5","Nigeria","8","4","995"
"France","1","Belgium","4","1","996"
"Argentina","6","England","8","2","996"
"Korea Republic","1","Australia","4","3","996"
"Mexico","5","Croatia","7","4","996"
"Korea Republic","1","Morocco","3","1","997"
"England","6","Argentina","8","2","997"
"France","2","Netherlands","3","3","997"
"Belgium","5","Portugal","7","4","997"
"Germany","2","Italy","4","1","998"
"Netherlands","6","Argentina","8","2","998"
"Spain","2","Brazil","4","3","998"
"England","5","Croatia","8","4","998"
"Croatia","2","Portugal","4","1","999"
"Morocco","6","Argentina","8","2","999"
"Spain","2","Netherlands","3","3","999"
"England","5","Belgium","7","4","999"
"Netherlands","1","Belgium","3","1","1000"
"Denmark","6","Iran","7","2","1000"
"Switzerland","1","Italy","4","3","1000"
"France","6","Korea Republic","8","4","1000"
