"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Mexico","6","England","8","2","735"
"Iran","1","Argentina","3","3","735"
"Switzerland","5","Tunisia","7","4","735"
"Uruguay","1","Peru","3","1","736"
"Switzerland","5","England","8","2","736"
"Portugal","1","France","3","3","736"
"Brazil","6","Colombia","8","4","736"
"Uruguay","1","France","4","1","737"
"Mexico","6","Japan","8","2","737"
"Russia","1","Argentina","3","3","737"
"Sweden","6","England","7","4","737"
"Uruguay","1","Croatia","3","1","738"
"Brazil","6","England","8","2","738"
"Morocco","1","Argentina","3","3","738"
"South Korea","6","Japan","7","4","738"
"Spain","1","Denmark","3","1","739"
"Brazil","6","Colombia","7","2","739"
"Portugal","2","Argentina","3","3","739"
"Germany","5","Panama","7","4","739"
"Egypt","2","Argentina","3","1","740"
"Brazil","6","Japan","7","2","740"
"Spain","1","Croatia","3","3","740"
"South Korea","6","England","8","4","740"
"Uruguay","1","France","3","1","741"
"Costa Rica","6","Belgium","8","2","741"
"Iran","2","Argentina","3","3","741"
"Sweden","6","England","8","4","741"
"Russia","1","Nigeria","4","1","742"
"South Korea","6","Belgium","8","2","742"
"Saudi Arabia","2","Argentina","3","3","742"
"Germany","5","England","8","4","742"
"Egypt","2","Croatia","3","1","743"
"Germany","6","Colombia","8","2","743"
"Portugal","1","Argentina","3","3","743"
"Switzerland","5","Panama","8","4","743"
"Russia","1","Argentina","3","1","744"
"Brazil","6","Panama","7","2","744"
"Saudi Arabia","1","France","3","3","744"
"Costa Rica","6","England","8","4","744"
"Russia","1","Iceland","4","1","745"
"Brazil","6","Senegal","7","2","745"
"Portugal","2","Nigeria","4","3","745"
"South Korea","6","England","8","4","745"
"Uruguay","1","Argentina","3","1","746"
"Germany","6","England","8","2","746"
"Spain","2","Nigeria","3","3","746"
"South Korea","6","Colombia","8","4","746"
"Iran","1","Australia","4","1","747"
"Mexico","5","Belgium","8","2","747"
"Portugal","1","Argentina","3","3","747"
"Germany","6","Colombia","7","4","747"
"Iran","1","France","3","1","748"
"Brazil","6","Japan","8","2","748"
"Spain","2","Argentina","3","3","748"
"South Korea","6","Belgium","8","4","748"
"Uruguay","1","France","3","1","749"
"Brazil","6","England","8","2","749"
"Spain","2","Iceland","4","3","749"
"Costa Rica","6","Belgium","8","4","749"
"Russia","1","France","4","1","750"
"South Korea","6","Senegal","8","2","750"
"Uruguay","1","Croatia","3","3","750"
"Brazil","6","Poland","8","4","750"
"Uruguay","1","France","3","1","751"
"Brazil","6","England","8","2","751"
"Spain","2","Argentina","3","3","751"
"Costa Rica","6","Colombia","7","4","751"
"Portugal","1","Nigeria","4","1","752"
"Brazil","6","England","7","2","752"
"Spain","2","France","3","3","752"
"Germany","6","Poland","8","4","752"
"Portugal","2","Iceland","4","1","753"
"Germany","6","Belgium","8","2","753"
"Spain","2","Australia","3","3","753"
"Serbia","6","England","8","4","753"
"Morocco","1","France","4","1","754"
"Germany","5","Belgium","8","2","754"
"Uruguay","1","Argentina","3","3","754"
"South Korea","6","England","8","4","754"
"Uruguay","1","France","3","1","755"
"Brazil","6","Panama","8","2","755"
"Iran","1","Peru","3","3","755"
"Switzerland","5","Colombia","8","4","755"
"Spain","1","Argentina","3","1","756"
"Brazil","6","England","8","2","756"
"Portugal","1","Iceland","3","3","756"
"Costa Rica","6","Belgium","8","4","756"
"Saudi Arabia","1","Argentina","3","1","757"
"Brazil","6","Japan","7","2","757"
"Uruguay","1","Croatia","4","3","757"
"Switzerland","5","Colombia","8","4","757"
"Uruguay","1","Iceland","4","1","758"
"Mexico","5","Belgium","8","2","758"
"Iran","2","Australia","3","3","758"
"Costa Rica","6","Japan","8","4","758"
"Portugal","1","Peru","3","1","759"
"Costa Rica","6","England","7","2","759"
"Spain","2","Argentina","3","3","759"
"Germany","5","Poland","8","4","759"
"Russia","1","Argentina","3","1","760"
"Germany","6","Poland","8","2","760"
"Uruguay","1","Peru","3","3","760"
"Mexico","5","England","8","4","760"
"Spain","2","Argentina","3","1","761"
"Switzerland","5","England","7","2","761"
"Uruguay","1","Croatia","3","3","761"
"Brazil","6","Japan","7","4","761"
"Uruguay","1","France","4","1","762"
"Switzerland","5","Colombia","8","2","762"
"Spain","2","Peru","3","3","762"
"South Korea","6","Senegal","8","4","762"
"Portugal","2","Peru","3","1","763"
"Brazil","6","Poland","8","2","763"
"Spain","1","France","3","3","763"
"Germany","6","Colombia","8","4","763"
"Spain","1","Croatia","3","1","764"
"Sweden","5","Belgium","8","2","764"
"Portugal","1","Denmark","4","3","764"
"Brazil","6","Poland","8","4","764"
"Uruguay","1","Australia","3","1","765"
"Brazil","6","Colombia","7","2","765"
"Russia","2","Denmark","3","3","765"
"Switzerland","5","Belgium","8","4","765"
"Portugal","2","Argentina","3","1","766"
"Brazil","6","Japan","8","2","766"
"Spain","1","Nigeria","4","3","766"
"Germany","5","Panama","7","4","766"
"Uruguay","1","Croatia","3","1","767"
"Brazil","6","Colombia","7","2","767"
"Russia","2","Argentina","3","3","767"
"Costa Rica","6","Poland","8","4","767"
"Portugal","1","France","3","1","768"
"South Korea","6","Poland","8","2","768"
"Spain","2","Croatia","3","3","768"
"Switzerland","5","Belgium","8","4","768"
"Portugal","1","Peru","3","1","769"
"Brazil","6","Japan","8","2","769"
"Spain","2","Croatia","4","3","769"
"Germany","6","England","8","4","769"
"Saudi Arabia","2","Nigeria","4","1","770"
"South Korea","6","Poland","8","2","770"
"Morocco","1","Denmark","3","3","770"
"Costa Rica","6","Colombia","7","4","770"
"Uruguay","1","Peru","3","1","771"
"Brazil","6","Belgium","8","2","771"
"Portugal","2","Argentina","3","3","771"
"Costa Rica","6","England","8","4","771"
"Spain","1","France","4","1","772"
"South Korea","6","Japan","8","2","772"
"Iran","1","Croatia","4","3","772"
"Brazil","6","Belgium","8","4","772"
"Spain","1","France","3","1","773"
"Serbia","5","Belgium","8","2","773"
"Russia","1","Peru","3","3","773"
"Germany","6","Panama","7","4","773"
"Uruguay","1","France","3","1","774"
"Mexico","6","Poland","8","2","774"
"Portugal","1","Peru","3","3","774"
"Brazil","6","Colombia","8","4","774"
"Portugal","2","Croatia","3","1","775"
"Brazil","6","England","8","2","775"
"Spain","1","Australia","3","3","775"
"Germany","5","Poland","8","4","775"
"Spain","1","Argentina","3","1","776"
"Brazil","6","England","7","2","776"
"Iran","2","Croatia","4","3","776"
"Switzerland","5","Belgium","8","4","776"
"Iran","1","Denmark","3","1","777"
"South Korea","6","England","8","2","777"
"Spain","2","Peru","3","3","777"
"Mexico","6","Belgium","8","4","777"
"Uruguay","1","Argentina","3","1","778"
"Brazil","6","England","8","2","778"
"Portugal","1","Croatia","3","3","778"
"Mexico","6","Belgium","8","4","778"
"Portugal","1","Iceland","4","1","779"
"Costa Rica","6","England","8","2","779"
"Russia","1","Argentina","3","3","779"
"Brazil","6","Panama","7","4","779"
"Russia","1","Argentina","3","1","780"
"Brazil","6","Belgium","8","2","780"
"Uruguay","1","Croatia","3","3","780"
"Costa Rica","6","Poland","8","4","780"
"Uruguay","1","Croatia","3","1","781"
"South Korea","5","Colombia","7","2","781"
"Portugal","2","Peru","3","3","781"
"Costa Rica","6","Poland","8","4","781"
"Uruguay","1","Nigeria","4","1","782"
"Brazil","6","Japan","8","2","782"
"Saudi Arabia","1","France","3","3","782"
"Sweden","5","Colombia","7","4","782"
"Uruguay","1","Australia","3","1","783"
"South Korea","6","Belgium","8","2","783"
"Spain","2","France","4","3","783"
"Costa Rica","6","England","8","4","783"
"Egypt","2","Croatia","3","1","784"
"Switzerland","5","Poland","8","2","784"
"Uruguay","1","Argentina","3","3","784"
"Brazil","6","Colombia","8","4","784"
"Spain","1","France","3","1","785"
"Brazil","6","Japan","8","2","785"
"Egypt","2","Croatia","3","3","785"
"Germany","5","Colombia","8","4","785"
"Spain","1","France","4","1","786"
"Brazil","6","Japan","8","2","786"
"Russia","1","Argentina","3","3","786"
"Germany","6","England","7","4","786"
"Uruguay","1","Argentina","3","1","787"
"Mexico","5","Belgium","8","2","787"
"Spain","2","Croatia","3","3","787"
"Brazil","6","England","8","4","787"
"Iran","1","Croatia","4","1","788"
"Germany","5","Poland","8","2","788"
"Spain","2","Argentina","3","3","788"
"Mexico","6","Japan","8","4","788"
"Iran","1","Croatia","3","1","789"
"Brazil","6","Japan","8","2","789"
"Spain","1","France","3","3","789"
"Costa Rica","6","Panama","7","4","789"
"Portugal","1","Nigeria","4","1","790"
"Germany","5","Belgium","8","2","790"
"Russia","1","Argentina","3","3","790"
"Mexico","6","England","8","4","790"
"Uruguay","1","Australia","4","1","791"
"Brazil","6","Poland","8","2","791"
"Iran","2","Argentina","3","3","791"
"Germany","5","Colombia","7","4","791"
"Uruguay","1","Croatia","3","1","792"
"Brazil","6","Belgium","8","2","792"
"Spain","2","Australia","3","3","792"
"Germany","6","Poland","8","4","792"
"Portugal","1","Iceland","3","1","793"
"South Korea","5","Belgium","8","2","793"
"Spain","2","Argentina","3","3","793"
"Germany","5","England","7","4","793"
"Russia","1","Peru","3","1","794"
"South Korea","6","Poland","8","2","794"
"Portugal","1","Argentina","3","3","794"
"Germany","6","Colombia","8","4","794"
"Portugal","1","Argentina","3","1","795"
"Brazil","6","Poland","8","2","795"
"Iran","1","France","3","3","795"
"Switzerland","5","Belgium","8","4","795"
"Uruguay","1","Peru","3","1","796"
"Mexico","5","England","8","2","796"
"Morocco","1","Argentina","3","3","796"
"Germany","6","Panama","7","4","796"
"Russia","1","France","4","1","797"
"Brazil","6","Colombia","7","2","797"
"Spain","1","Argentina","3","3","797"
"South Korea","5","Japan","7","4","797"
"Uruguay","1","France","4","1","798"
"Brazil","6","Belgium","8","2","798"
"Spain","2","Croatia","3","3","798"
"Mexico","5","England","8","4","798"
"Uruguay","1","Croatia","3","1","799"
"South Korea","6","Belgium","8","2","799"
"Portugal","1","France","3","3","799"
"Switzerland","5","Japan","8","4","799"
"Portugal","1","Argentina","3","1","800"
"South Korea","5","Belgium","8","2","800"
"Spain","2","Croatia","3","3","800"
"Germany","6","Japan","8","4","800"
"Spain","1","Croatia","3","1","801"
"Brazil","6","England","8","2","801"
"Portugal","2","Nigeria","4","3","801"
"Germany","6","Poland","8","4","801"
"Portugal","1","Croatia","3","1","802"
"Brazil","6","England","8","2","802"
"Spain","2","Argentina","3","3","802"
"Germany","5","Japan","8","4","802"
"Egypt","2","Croatia","3","1","803"
"Germany","6","Senegal","8","2","803"
"Uruguay","1","Nigeria","4","3","803"
"Mexico","5","England","8","4","803"
"Portugal","1","France","3","1","804"
"South Korea","6","Colombia","8","2","804"
"Spain","2","Peru","3","3","804"
"Germany","5","Tunisia","7","4","804"
"Uruguay","1","Croatia","4","1","805"
"Brazil","6","Belgium","8","2","805"
"Portugal","1","Argentina","3","3","805"
"Sweden","6","England","7","4","805"
"Uruguay","1","Iceland","3","1","806"
"Switzerland","5","Colombia","7","2","806"
"Spain","2","Argentina","3","3","806"
"Brazil","6","Japan","8","4","806"
"Iran","2","France","3","1","807"
"Germany","6","England","7","2","807"
"Spain","2","Denmark","4","3","807"
"Serbia","6","Japan","8","4","807"
"Spain","1","France","4","1","808"
"South Korea","6","England","8","2","808"
"Iran","1","Argentina","3","3","808"
"Costa Rica","6","Poland","8","4","808"
"Spain","1","Croatia","3","1","809"
"South Korea","6","England","8","2","809"
"Portugal","1","Iceland","4","3","809"
"Serbia","5","Belgium","8","4","809"
"Russia","1","France","4","1","810"
"Brazil","6","Japan","8","2","810"
"Uruguay","1","Peru","3","3","810"
"Mexico","6","Poland","8","4","810"
"Spain","1","Australia","3","1","811"
"Germany","6","Belgium","8","2","811"
"Portugal","1","France","3","3","811"
"Switzerland","5","England","8","4","811"
"Egypt","2","France","3","1","812"
"Germany","5","Belgium","8","2","812"
"Uruguay","1","Argentina","3","3","812"
"South Korea","6","Japan","7","4","812"
"Russia","2","Iceland","4","1","813"
"Brazil","6","Japan","7","2","813"
"Iran","2","Croatia","4","3","813"
"South Korea","6","Colombia","8","4","813"
"Uruguay","1","Argentina","3","1","814"
"Brazil","6","Colombia","7","2","814"
"Spain","2","Australia","4","3","814"
"Germany","5","Belgium","8","4","814"
"Spain","2","Iceland","3","1","815"
"Brazil","6","Japan","8","2","815"
"Uruguay","1","France","3","3","815"
"Costa Rica","6","Poland","8","4","815"
"Iran","1","France","3","1","816"
"Germany","6","Senegal","8","2","816"
"Portugal","1","Australia","4","3","816"
"Mexico","6","Poland","8","4","816"
"Morocco","1","Croatia","3","1","817"
"Brazil","6","Poland","8","2","817"
"Portugal","1","Argentina","3","3","817"
"Serbia","6","Colombia","7","4","817"
"Uruguay","1","Croatia","3","1","818"
"Germany","6","England","8","2","818"
"Spain","2","Argentina","3","3","818"
"Brazil","6","Belgium","8","4","818"
"Iran","1","France","4","1","819"
"Mexico","5","Japan","8","2","819"
"Egypt","2","Argentina","3","3","819"
"Germany","6","England","7","4","819"
"Spain","2","France","3","1","820"
"Sweden","6","Japan","8","2","820"
"Uruguay","1","Denmark","4","3","820"
"South Korea","6","Senegal","8","4","820"
"Iran","1","Denmark","4","1","821"
"Brazil","6","Colombia","8","2","821"
"Spain","1","Peru","3","3","821"
"Sweden","5","Tunisia","7","4","821"
"Portugal","1","Iceland","4","1","822"
"South Korea","6","Japan","8","2","822"
"Egypt","2","Argentina","3","3","822"
"Germany","6","Colombia","7","4","822"
"Russia","2","Peru","3","1","823"
"South Korea","6","England","8","2","823"
"Egypt","2","Iceland","4","3","823"
"Mexico","5","Colombia","7","4","823"
"Iran","1","France","4","1","824"
"Germany","6","Colombia","7","2","824"
"Portugal","1","Peru","3","3","824"
"Switzerland","5","Belgium","8","4","824"
"Portugal","1","Argentina","3","1","825"
"Brazil","6","Belgium","8","2","825"
"Iran","1","Nigeria","4","3","825"
"South Korea","6","England","7","4","825"
"Russia","1","Argentina","3","1","826"
"Germany","5","Senegal","8","2","826"
"Portugal","1","Denmark","3","3","826"
"Mexico","5","England","8","4","826"
"Russia","1","France","3","1","827"
"Brazil","6","England","8","2","827"
"Spain","1","Argentina","3","3","827"
"Costa Rica","6","Colombia","8","4","827"
"Egypt","2","France","3","1","828"
"South Korea","5","Colombia","7","2","828"
"Uruguay","1","Australia","4","3","828"
"Germany","6","Poland","8","4","828"
"Iran","2","France","4","1","829"
"Sweden","6","Tunisia","7","2","829"
"Spain","1","Croatia","3","3","829"
"Germany","6","Colombia","8","4","829"
"Iran","1","France","3","1","830"
"Brazil","6","Belgium","8","2","830"
"Spain","2","Argentina","3","3","830"
"Switzerland","5","Poland","8","4","830"
"Iran","1","Argentina","3","1","831"
"Mexico","6","Panama","8","2","831"
"Spain","1","Croatia","4","3","831"
"Costa Rica","6","Colombia","8","4","831"
"Uruguay","1","Croatia","3","1","832"
"Costa Rica","6","Belgium","8","2","832"
"Saudi Arabia","1","France","3","3","832"
"Brazil","6","Senegal","8","4","832"
"Portugal","1","France","3","1","833"
"Brazil","6","England","8","2","833"
"Spain","1","Peru","3","3","833"
"Switzerland","5","Belgium","8","4","833"
"Portugal","1","France","3","1","834"
"Mexico","6","England","8","2","834"
"Spain","2","Peru","3","3","834"
"Germany","6","Panama","8","4","834"
"Portugal","1","Argentina","3","1","835"
"Brazil","6","Belgium","8","2","835"
"Spain","2","Croatia","4","3","835"
"Germany","6","England","8","4","835"
"Uruguay","1","France","4","1","836"
"Brazil","6","England","8","2","836"
"Portugal","1","Argentina","3","3","836"
"Germany","5","Panama","8","4","836"
"Russia","1","Argentina","3","1","837"
"South Korea","6","Colombia","7","2","837"
"Spain","2","Australia","4","3","837"
"Costa Rica","6","Belgium","8","4","837"
"Spain","2","Iceland","4","1","838"
"Mexico","6","Colombia","8","2","838"
"Uruguay","1","Argentina","3","3","838"
"Costa Rica","6","England","8","4","838"
"Iran","1","France","3","1","839"
"Germany","6","England","8","2","839"
"Portugal","1","Argentina","3","3","839"
"Switzerland","5","Japan","7","4","839"
"Portugal","1","Croatia","4","1","840"
"South Korea","6","England","8","2","840"
"Uruguay","1","France","3","3","840"
"Sweden","6","Belgium","8","4","840"
"Uruguay","1","France","4","1","841"
"Brazil","6","Japan","8","2","841"
"Spain","2","Argentina","3","3","841"
"Costa Rica","6","England","7","4","841"
"Iran","1","Iceland","4","1","842"
"Brazil","6","Japan","8","2","842"
"Portugal","1","Croatia","3","3","842"
"Germany","6","England","8","4","842"
"Uruguay","1","France","3","1","843"
"Switzerland","5","Japan","8","2","843"
"Iran","2","Argentina","3","3","843"
"Brazil","6","Colombia","8","4","843"
"Portugal","1","Nigeria","4","1","844"
"South Korea","6","Poland","8","2","844"
"Spain","2","Argentina","3","3","844"
"Costa Rica","6","England","8","4","844"
"Iran","1","Peru","3","1","845"
"Mexico","6","Poland","8","2","845"
"Uruguay","1","Denmark","3","3","845"
"Brazil","6","Colombia","7","4","845"
"Iran","1","France","3","1","846"
"Mexico","6","England","8","2","846"
"Portugal","1","Croatia","3","3","846"
"Costa Rica","6","Panama","7","4","846"
"Portugal","1","Argentina","3","1","847"
"Germany","6","Colombia","8","2","847"
"Spain","2","Iceland","4","3","847"
"Mexico","6","Japan","8","4","847"
"Iran","1","Croatia","3","1","848"
"Switzerland","5","England","8","2","848"
"Uruguay","1","Nigeria","3","3","848"
"Brazil","6","Belgium","8","4","848"
"Russia","1","Argentina","3","1","849"
"Brazil","6","England","8","2","849"
"Uruguay","1","Croatia","4","3","849"
"Germany","5","Tunisia","7","4","849"
"Portugal","1","Argentina","3","1","850"
"Brazil","6","Japan","8","2","850"
"Saudi Arabia","2","Peru","3","3","850"
"Costa Rica","6","Belgium","8","4","850"
"Portugal","1","Iceland","3","1","851"
"Brazil","6","Colombia","8","2","851"
"Saudi Arabia","2","Argentina","3","3","851"
"Serbia","6","Japan","7","4","851"
"Spain","2","Croatia","3","1","852"
"Mexico","5","England","8","2","852"
"Uruguay","1","France","3","3","852"
"Germany","6","Belgium","8","4","852"
"Uruguay","1","Nigeria","3","1","853"
"Brazil","6","Senegal","8","2","853"
"Portugal","1","Iceland","4","3","853"
"Costa Rica","6","Tunisia","7","4","853"
"Iran","1","Peru","3","1","854"
"Mexico","6","Belgium","8","2","854"
"Uruguay","1","Argentina","3","3","854"
"Serbia","5","Japan","8","4","854"
"Spain","2","France","3","1","855"
"Brazil","6","Japan","8","2","855"
"Iran","1","Argentina","3","3","855"
"Mexico","6","Colombia","7","4","855"
"Uruguay","1","Peru","3","1","856"
"Sweden","6","England","8","2","856"
"Iran","2","Croatia","4","3","856"
"Germany","5","Poland","8","4","856"
"Portugal","2","Argentina","3","1","857"
"Brazil","6","Poland","8","2","857"
"Spain","1","France","4","3","857"
"South Korea","5","Japan","8","4","857"
"Portugal","1","France","4","1","858"
"Germany","5","England","8","2","858"
"Uruguay","1","Argentina","3","3","858"
"Brazil","6","Colombia","8","4","858"
"Portugal","1","France","4","1","859"
"Brazil","6","Japan","7","2","859"
"Uruguay","1","Denmark","3","3","859"
"Switzerland","5","Belgium","8","4","859"
"Saudi Arabia","2","Iceland","4","1","860"
"Costa Rica","6","England","8","2","860"
"Iran","1","Argentina","3","3","860"
"Brazil","6","Panama","7","4","860"
"Portugal","1","Croatia","3","1","861"
"South Korea","6","England","8","2","861"
"Iran","2","Argentina","3","3","861"
"Sweden","6","Panama","7","4","861"
"Uruguay","1","Peru","3","1","862"
"Brazil","6","Japan","7","2","862"
"Russia","1","Argentina","3","3","862"
"Costa Rica","6","England","8","4","862"
"Uruguay","1","Argentina","3","1","863"
"Germany","5","Colombia","8","2","863"
"Portugal","1","Peru","3","3","863"
"Mexico","6","England","8","4","863"
"Uruguay","1","Argentina","3","1","864"
"Germany","6","England","7","2","864"
"Portugal","1","Denmark","4","3","864"
"Mexico","6","Belgium","8","4","864"
"Spain","2","Nigeria","4","1","865"
"Sweden","6","England","8","2","865"
"Iran","1","Peru","3","3","865"
"Germany","5","Belgium","8","4","865"
"Russia","1","France","3","1","866"
"Switzerland","5","England","8","2","866"
"Portugal","1","Argentina","3","3","866"
"Sweden","6","Senegal","8","4","866"
"Iran","1","France","3","1","867"
"Germany","6","Japan","8","2","867"
"Uruguay","1","Peru","3","3","867"
"Mexico","6","Belgium","8","4","867"
"Portugal","1","Nigeria","3","1","868"
"Brazil","6","England","8","2","868"
"Uruguay","1","Argentina","3","3","868"
"Germany","5","Colombia","7","4","868"
"Spain","1","Australia","4","1","869"
"Brazil","6","Belgium","8","2","869"
"Portugal","1","Argentina","3","3","869"
"Germany","6","Colombia","7","4","869"
"Saudi Arabia","1","France","3","1","870"
"South Korea","5","Japan","8","2","870"
"Egypt","2","Denmark","3","3","870"
"Brazil","6","Colombia","7","4","870"
"Iran","2","Iceland","4","1","871"
"Brazil","6","Belgium","8","2","871"
"Spain","1","Argentina","3","3","871"
"Germany","6","Colombia","7","4","871"
"Portugal","1","Iceland","4","1","872"
"Mexico","6","Belgium","8","2","872"
"Uruguay","1","Argentina","3","3","872"
"Serbia","5","England","8","4","872"
"Iran","1","Croatia","3","1","873"
"Germany","6","Japan","8","2","873"
"Egypt","2","Iceland","4","3","873"
"Sweden","6","England","7","4","873"
"Uruguay","1","Croatia","3","1","874"
"Brazil","6","England","8","2","874"
"Saudi Arabia","1","Iceland","4","3","874"
"Switzerland","5","Colombia","7","4","874"
"Uruguay","1","Australia","3","1","875"
"Germany","6","Belgium","8","2","875"
"Spain","2","France","3","3","875"
"Sweden","5","Poland","7","4","875"
"Russia","2","Australia","4","1","876"
"South Korea","6","Belgium","8","2","876"
"Portugal","2","Argentina","3","3","876"
"Sweden","6","Poland","8","4","876"
"Iran","1","France","4","1","877"
"South Korea","6","Belgium","8","2","877"
"Spain","2","Argentina","3","3","877"
"Switzerland","5","Poland","8","4","877"
"Uruguay","1","France","4","1","878"
"Mexico","6","England","7","2","878"
"Spain","2","Argentina","3","3","878"
"Germany","6","Belgium","8","4","878"
"Russia","1","France","4","1","879"
"Germany","6","England","8","2","879"
"Uruguay","1","Argentina","3","3","879"
"Mexico","6","Belgium","8","4","879"
"Iran","1","Iceland","3","1","880"
"Brazil","6","England","8","2","880"
"Russia","1","Argentina","3","3","880"
"Switzerland","5","Japan","7","4","880"
"Uruguay","1","France","4","1","881"
"Brazil","6","England","8","2","881"
"Iran","2","Argentina","3","3","881"
"Germany","6","Colombia","7","4","881"
"Portugal","1","France","3","1","882"
"Mexico","6","England","7","2","882"
"Iran","2","Argentina","3","3","882"
"Germany","6","Panama","8","4","882"
"Spain","1","Argentina","3","1","883"
"Brazil","6","Colombia","7","2","883"
"Portugal","2","Croatia","3","3","883"
"Germany","5","Belgium","8","4","883"
"Uruguay","1","Croatia","3","1","884"
"Brazil","6","England","8","2","884"
"Portugal","2","Argentina","3","3","884"
"Costa Rica","6","Poland","8","4","884"
"Iran","1","Croatia","3","1","885"
"Germany","5","England","7","2","885"
"Portugal","2","Argentina","3","3","885"
"Costa Rica","6","Belgium","8","4","885"
"Iran","1","Croatia","3","1","886"
"Brazil","6","Poland","8","2","886"
"Russia","2","France","3","3","886"
"Germany","5","Senegal","8","4","886"
"Uruguay","1","Croatia","3","1","887"
"Germany","6","Colombia","7","2","887"
"Iran","1","Argentina","3","3","887"
"Brazil","6","Tunisia","7","4","887"
"Russia","1","Peru","3","1","888"
"Brazil","6","Poland","8","2","888"
"Portugal","2","France","3","3","888"
"Mexico","5","Belgium","8","4","888"
"Spain","2","France","4","1","889"
"Brazil","6","Belgium","8","2","889"
"Uruguay","1","Argentina","3","3","889"
"Switzerland","5","England","8","4","889"
"Russia","1","Argentina","3","1","890"
"Brazil","6","England","7","2","890"
"Spain","2","Croatia","3","3","890"
"Costa Rica","6","Belgium","8","4","890"
"Spain","1","France","4","1","891"
"Costa Rica","6","Colombia","8","2","891"
"Russia","1","Peru","3","3","891"
"Mexico","5","England","8","4","891"
"Spain","2","Argentina","3","1","892"
"Costa Rica","6","England","8","2","892"
"Uruguay","1","Croatia","4","3","892"
"Germany","6","Colombia","7","4","892"
"Uruguay","1","Argentina","3","1","893"
"Germany","6","Belgium","8","2","893"
"Iran","1","Croatia","3","3","893"
"Mexico","6","Colombia","7","4","893"
"Spain","2","France","4","1","894"
"South Korea","6","Tunisia","7","2","894"
"Portugal","1","Peru","3","3","894"
"Mexico","5","Panama","7","4","894"
"Russia","2","Argentina","3","1","895"
"Brazil","6","England","8","2","895"
"Iran","1","Iceland","4","3","895"
"South Korea","6","Belgium","8","4","895"
"Iran","1","France","3","1","896"
"Brazil","6","Japan","8","2","896"
"Russia","2","Peru","3","3","896"
"Germany","5","Colombia","8","4","896"
"Spain","2","France","4","1","897"
"Brazil","6","Belgium","8","2","897"
"Portugal","1","Peru","3","3","897"
"Switzerland","5","Japan","8","4","897"
"Russia","1","France","3","1","898"
"Brazil","6","Poland","8","2","898"
"Iran","1","Croatia","4","3","898"
"Switzerland","5","Colombia","7","4","898"
"Spain","2","Croatia","3","1","899"
"Brazil","6","England","8","2","899"
"Portugal","1","Iceland","4","3","899"
"Switzerland","5","Colombia","7","4","899"
"Portugal","2","Australia","4","1","900"
"South Korea","6","England","7","2","900"
"Spain","1","France","3","3","900"
"Switzerland","5","Belgium","8","4","900"
"Iran","1","Nigeria","4","1","901"
"Germany","6","Belgium","8","2","901"
"Portugal","1","Denmark","3","3","901"
"Brazil","6","Tunisia","7","4","901"
"Portugal","1","Croatia","3","1","902"
"Sweden","6","England","8","2","902"
"Saudi Arabia","2","Peru","3","3","902"
"Germany","5","Colombia","8","4","902"
"Spain","2","Argentina","3","1","903"
"Brazil","6","Colombia","7","2","903"
"Iran","1","Peru","3","3","903"
"Switzerland","5","Belgium","8","4","903"
"Russia","1","Argentina","3","1","904"
"Brazil","6","England","8","2","904"
"Uruguay","1","Peru","3","3","904"
"Germany","5","Colombia","7","4","904"
"Uruguay","1","Argentina","3","1","905"
"Brazil","6","Colombia","7","2","905"
"Russia","2","Croatia","3","3","905"
"Germany","6","Poland","8","4","905"
"Spain","2","France","4","1","906"
"Brazil","6","England","8","2","906"
"Portugal","2","Argentina","3","3","906"
"Switzerland","5","Colombia","8","4","906"
"Uruguay","1","France","3","1","907"
"Germany","5","Belgium","8","2","907"
"Spain","2","Argentina","3","3","907"
"Brazil","6","England","7","4","907"
"Spain","1","Croatia","3","1","908"
"Brazil","6","Belgium","8","2","908"
"Russia","1","Denmark","3","3","908"
"Germany","6","Poland","8","4","908"
"Spain","1","Croatia","3","1","909"
"Brazil","6","England","8","2","909"
"Iran","1","Denmark","3","3","909"
"Costa Rica","6","Colombia","8","4","909"
"Portugal","1","Argentina","3","1","910"
"Switzerland","5","Tunisia","7","2","910"
"Iran","2","France","3","3","910"
"Mexico","6","Colombia","7","4","910"
"Uruguay","1","France","3","1","911"
"Brazil","6","Japan","8","2","911"
"Iran","2","Argentina","3","3","911"
"Mexico","5","Belgium","8","4","911"
"Uruguay","1","Australia","4","1","912"
"Brazil","6","Belgium","8","2","912"
"Portugal","1","France","3","3","912"
"South Korea","6","England","7","4","912"
"Uruguay","1","France","4","1","913"
"Brazil","6","England","7","2","913"
"Russia","1","Croatia","4","3","913"
"Switzerland","5","Poland","8","4","913"
"Portugal","1","France","3","1","914"
"Brazil","6","England","7","2","914"
"Spain","2","Peru","3","3","914"
"Germany","6","Belgium","8","4","914"
"Egypt","2","Croatia","4","1","915"
"Brazil","6","England","8","2","915"
"Spain","1","Argentina","3","3","915"
"Costa Rica","6","Belgium","8","4","915"
"Iran","2","Argentina","3","1","916"
"Brazil","6","Belgium","8","2","916"
"Uruguay","1","Denmark","4","3","916"
"Costa Rica","6","Poland","8","4","916"
"Portugal","1","Argentina","3","1","917"
"Serbia","5","Senegal","8","2","917"
"Egypt","2","France","4","3","917"
"Germany","6","England","7","4","917"
"Spain","2","Croatia","3","1","918"
"Brazil","6","Belgium","8","2","918"
