"team","group_team","rank_team","opp_team","group_opp_team","rank_opp","match_num","simulation"
"Australia",3,1,"Colombia",4,2,2,251
"Portugal",5,1,"Croatia",6,2,3,251
"Uruguay",7,1,"Switzerland",8,2,4,251
"Italy",1,2,"Belgium",2,1,5,251
"England",3,2,"Spain",4,1,6,251
"Chile",5,2,"Brazil",6,1,7,251
"France",7,2,"Argentina",8,1,8,251
"Switzerland",1,1,"Senegal",2,2,1,252
"France",3,1,"Argentina",4,2,2,252
"Japan",5,1,"Colombia",6,2,3,252
"Uruguay",7,1,"Chile",8,2,4,252
"Mexico",1,2,"Spain",2,1,5,252
"Italy",3,2,"Netherlands",4,1,6,252
"Brazil",5,2,"Wales",6,1,7,252
"Poland",7,2,"Belgium",8,1,8,252
"Netherlands",1,1,"Argentina",2,2,1,253
"France",3,1,"England",4,2,2,253
"Portugal",5,1,"Croatia",6,2,3,253
"Belgium",7,1,"Iran",8,2,4,253
"Qatar",1,2,"Germany",2,1,5,253
"Uruguay",3,2,"Italy",4,1,6,253
"Mexico",5,2,"Brazil",6,1,7,253
"Japan",7,2,"Spain",8,1,8,253
"Germany",1,1,"Korea Republic",2,2,1,254
"Uruguay",3,1,"Brazil",4,2,2,254
"England",5,1,"Australia",6,2,3,254
"Portugal",7,1,"Spain",8,2,4,254
"Qatar",1,2,"France",2,1,5,254
"Belgium",3,2,"Italy",4,1,6,254
"Colombia",5,2,"Argentina",6,1,7,254
"Denmark",7,2,"Netherlands",8,1,8,254
"Switzerland",1,1,"Mexico",2,2,1,255
"Wales",3,1,"Colombia",4,2,2,255
"Italy",5,1,"Netherlands",6,2,3,255
"Belgium",7,1,"Croatia",8,2,4,255
"Denmark",1,2,"Portugal",2,1,5,255
"Brazil",3,2,"England",4,1,6,255
"Argentina",5,2,"Chile",6,1,7,255
"Morocco",7,2,"Spain",8,1,8,255
"Croatia",1,1,"Australia",2,2,1,256
"France",3,1,"Belgium",4,2,2,256
"Germany",5,1,"Iran",6,2,3,256
"Portugal",7,1,"Spain",8,2,4,256
"Qatar",1,2,"Netherlands",2,1,5,256
"Uruguay",3,2,"Japan",4,1,6,256
"England",5,2,"Italy",6,1,7,256
"Switzerland",7,2,"Colombia",8,1,8,256
"Germany",1,1,"Iran",2,2,1,257
"Netherlands",3,1,"Tunisia",4,2,2,257
"Croatia",5,1,"Algeria",6,2,3,257
"Colombia",7,1,"Uruguay",8,2,4,257
"Qatar",1,2,"Italy",2,1,5,257
"Brazil",3,2,"Denmark",4,1,6,257
"Argentina",5,2,"France",6,1,7,257
"Spain",7,2,"Portugal",8,1,8,257
"Denmark",1,1,"Belgium",2,2,1,258
"Mexico",3,1,"Switzerland",4,2,2,258
"Uruguay",5,1,"Japan",6,2,3,258
"France",7,1,"Croatia",8,2,4,258
"Qatar",1,2,"Colombia",2,1,5,258
"Algeria",3,2,"Spain",4,1,6,258
"England",5,2,"Italy",6,1,7,258
"Germany",7,2,"Brazil",8,1,8,258
"Algeria",1,1,"Korea Republic",2,2,1,259
"Portugal",3,1,"Brazil",4,2,2,259
"Italy",5,1,"Mexico",6,2,3,259
"Belgium",7,1,"United States",8,2,4,259
"Poland",1,2,"Spain",2,1,5,259
"Colombia",3,2,"Senegal",4,1,6,259
"England",5,2,"Argentina",6,1,7,259
"Japan",7,2,"Uruguay",8,1,8,259
"Germany",1,1,"Senegal",2,2,1,260
"Italy",3,1,"France",4,2,2,260
"Spain",5,1,"Nigeria",6,2,3,260
"England",7,1,"Denmark",8,2,4,260
"Qatar",1,2,"Portugal",2,1,5,260
"Brazil",3,2,"Netherlands",4,1,6,260
"Colombia",5,2,"Belgium",6,1,7,260
"Japan",7,2,"Argentina",8,1,8,260
"Qatar",1,1,"Korea Republic",2,2,1,261
"Italy",3,1,"Iran",4,2,2,261
"Mexico",5,1,"Uruguay",6,2,3,261
"France",7,1,"Netherlands",8,2,4,261
"Germany",1,2,"Denmark",2,1,5,261
"Belgium",3,2,"England",4,1,6,261
"Argentina",5,2,"Portugal",6,1,7,261
"Colombia",7,2,"Brazil",8,1,8,261
"Denmark",1,1,"Iran",2,2,1,262
"Argentina",3,1,"Brazil",4,2,2,262
"England",5,1,"Portugal",6,2,3,262
"Belgium",7,1,"Chile",8,2,4,262
"Qatar",1,2,"France",2,1,5,262
"Korea Republic",3,2,"Australia",4,1,6,262
"Uruguay",5,2,"Poland",6,1,7,262
"Italy",7,2,"Spain",8,1,8,262
"Jamaica",1,1,"Netherlands",2,2,1,263
"Brazil",3,1,"Spain",4,2,2,263
"Portugal",5,1,"Algeria",6,2,3,263
"England",7,1,"Croatia",8,2,4,263
"Qatar",1,2,"Belgium",2,1,5,263
"Poland",3,2,"Switzerland",4,1,6,263
"Australia",5,2,"Argentina",6,1,7,263
"Chile",7,2,"France",8,1,8,263
"Germany",1,1,"Australia",2,2,1,264
"England",3,1,"Mexico",4,2,2,264
"Croatia",5,1,"Chile",6,2,3,264
"Brazil",7,1,"Poland",8,2,4,264
"Switzerland",1,2,"Belgium",2,1,5,264
"United States",3,2,"Japan",4,1,6,264
"Argentina",5,2,"France",6,1,7,264
"Netherlands",7,2,"Portugal",8,1,8,264
"Colombia",1,1,"Italy",2,2,1,265
"Wales",3,1,"Croatia",4,2,2,265
"Belgium",5,1,"Uruguay",6,2,3,265
"Denmark",7,1,"Mexico",8,2,4,265
"Jamaica",1,2,"Portugal",2,1,5,265
"Argentina",3,2,"Spain",4,1,6,265
"Poland",5,2,"United States",6,1,7,265
"France",7,2,"Brazil",8,1,8,265
"Switzerland",1,1,"Argentina",2,2,1,266
"Mexico",3,1,"Morocco",4,2,2,266
"England",5,1,"Korea Republic",6,2,3,266
"Denmark",7,1,"Netherlands",8,2,4,266
"Germany",1,2,"Italy",2,1,5,266
"Algeria",3,2,"Uruguay",4,1,6,266
"Croatia",5,2,"Colombia",6,1,7,266
"Portugal",7,2,"Japan",8,1,8,266
"Croatia",1,1,"Iran",2,2,1,267
"Portugal",3,1,"Belgium",4,2,2,267
"Brazil",5,1,"France",6,2,3,267
"Denmark",7,1,"Wales",8,2,4,267
"Qatar",1,2,"England",2,1,5,267
"Tunisia",3,2,"Netherlands",4,1,6,267
"Mexico",5,2,"Switzerland",6,1,7,267
"Spain",7,2,"Korea Republic",8,1,8,267
"Algeria",1,1,"Spain",2,2,1,268
"England",3,1,"Nigeria",4,2,2,268
"Korea Republic",5,1,"Mexico",6,2,3,268
"France",7,1,"Netherlands",8,2,4,268
"Colombia",1,2,"Italy",2,1,5,268
"Denmark",3,2,"Germany",4,1,6,268
"Uruguay",5,2,"Brazil",6,1,7,268
"Croatia",7,2,"Poland",8,1,8,268
"Netherlands",1,1,"Denmark",2,2,1,269
"Mexico",3,1,"Colombia",4,2,2,269
"Brazil",5,1,"France",6,2,3,269
"Belgium",7,1,"Chile",8,2,4,269
"Qatar",1,2,"England",2,1,5,269
"Senegal",3,2,"Portugal",4,1,6,269
"Wales",5,2,"Poland",6,1,7,269
"Australia",7,2,"Spain",8,1,8,269
"Denmark",1,1,"Iran",2,2,1,270
"Brazil",3,1,"Uruguay",4,2,2,270
"Netherlands",5,1,"Germany",6,2,3,270
"Mexico",7,1,"Spain",8,2,4,270
"Qatar",1,2,"France",2,1,5,270
"Croatia",3,2,"Belgium",4,1,6,270
"Japan",5,2,"Chile",6,1,7,270
"England",7,2,"Italy",8,1,8,270
"Denmark",1,1,"Spain",2,2,1,271
"Korea Republic",3,1,"Mexico",4,2,2,271
"Italy",5,1,"Netherlands",6,2,3,271
"Germany",7,1,"Australia",8,2,4,271
"Qatar",1,2,"Colombia",2,1,5,271
"Portugal",3,2,"Brazil",4,1,6,271
"England",5,2,"Belgium",6,1,7,271
"Argentina",7,2,"France",8,1,8,271
"Colombia",1,1,"Netherlands",2,2,1,272
"Brazil",3,1,"Germany",4,2,2,272
"England",5,1,"Portugal",6,2,3,272
"Mexico",7,1,"Korea Republic",8,2,4,272
"Qatar",1,2,"France",2,1,5,272
"Iran",3,2,"Argentina",4,1,6,272
"Chile",5,2,"Australia",6,1,7,272
"Belgium",7,2,"Uruguay",8,1,8,272
"Colombia",1,1,"Netherlands",2,2,1,273
"Denmark",3,1,"Iran",4,2,2,273
"Uruguay",5,1,"Mexico",6,2,3,273
"Argentina",7,1,"Portugal",8,2,4,273
"Tunisia",1,2,"Brazil",2,1,5,273
"France",3,2,"Belgium",4,1,6,273
"England",5,2,"Spain",6,1,7,273
"Croatia",7,2,"Germany",8,1,8,273
"Colombia",1,1,"Iran",2,2,1,274
"France",3,1,"Australia",4,2,2,274
"Uruguay",5,1,"Japan",6,2,3,274
"Chile",7,1,"Wales",8,2,4,274
"Poland",1,2,"Brazil",2,1,5,274
"Korea Republic",3,2,"England",4,1,6,274
"Belgium",5,2,"Netherlands",6,1,7,274
"Germany",7,2,"Portugal",8,1,8,274
"Switzerland",1,1,"Netherlands",2,2,1,275
"Germany",3,1,"Wales",4,2,2,275
"Poland",5,1,"Uruguay",6,2,3,275
"Korea Republic",7,1,"Croatia",8,2,4,275
"Costa Rica",1,2,"Spain",2,1,5,275
"Senegal",3,2,"Belgium",4,1,6,275
"Brazil",5,2,"England",6,1,7,275
"Chile",7,2,"Australia",8,1,8,275
"Italy",1,1,"Switzerland",2,2,1,276
"Germany",3,1,"France",4,2,2,276
"Netherlands",5,1,"England",6,2,3,276
"Portugal",7,1,"Senegal",8,2,4,276
"Wales",1,2,"Brazil",2,1,5,276
"Poland",3,2,"Korea Republic",4,1,6,276
"Spain",5,2,"Morocco",6,1,7,276
"Uruguay",7,2,"Belgium",8,1,8,276
"Colombia",1,1,"Spain",2,2,1,277
"Croatia",3,1,"Switzerland",4,2,2,277
"Germany",5,1,"Denmark",6,2,3,277
"Mexico",7,1,"United States",8,2,4,277
"Senegal",1,2,"Italy",2,1,5,277
"Japan",3,2,"Argentina",4,1,6,277
"England",5,2,"Portugal",6,1,7,277
"France",7,2,"Belgium",8,1,8,277
"Tunisia",1,1,"Iran",2,2,1,278
"Australia",3,1,"Nigeria",4,2,2,278
"Algeria",5,1,"Argentina",6,2,3,278
"France",7,1,"Switzerland",8,2,4,278
"Qatar",1,2,"Brazil",2,1,5,278
"Portugal",3,2,"Spain",4,1,6,278
"Belgium",5,2,"Germany",6,1,7,278
"Wales",7,2,"Italy",8,1,8,278
"Netherlands",1,1,"Denmark",2,2,1,279
"Australia",3,1,"Mexico",4,2,2,279
"Germany",5,1,"Portugal",6,2,3,279
"Belgium",7,1,"Croatia",8,2,4,279
"Morocco",1,2,"Spain",2,1,5,279
"England",3,2,"Brazil",4,1,6,279
"Korea Republic",5,2,"Colombia",6,1,7,279
"Iran",7,2,"France",8,1,8,279
"Wales",1,1,"Italy",2,2,1,280
"Argentina",3,1,"Jamaica",4,2,2,280
"Spain",5,1,"England",6,2,3,280
"France",7,1,"Croatia",8,2,4,280
"Denmark",1,2,"Portugal",2,1,5,280
"Australia",3,2,"Uruguay",4,1,6,280
"United States",5,2,"Germany",6,1,7,280
"Netherlands",7,2,"Brazil",8,1,8,280
"Croatia",1,1,"Mexico",2,2,1,281
"Senegal",3,1,"Uruguay",4,2,2,281
"Brazil",5,1,"Wales",6,2,3,281
"Italy",7,1,"Japan",8,2,4,281
"Jamaica",1,2,"Spain",2,1,5,281
"Netherlands",3,2,"England",4,1,6,281
"Germany",5,2,"Belgium",6,1,7,281
"France",7,2,"Argentina",8,1,8,281
"Italy",1,1,"Argentina",2,2,1,282
"Belgium",3,1,"Croatia",4,2,2,282
"Spain",5,1,"Portugal",6,2,3,282
"Korea Republic",7,1,"Australia",8,2,4,282
"Switzerland",1,2,"Denmark",2,1,5,282
"Costa Rica",3,2,"Japan",4,1,6,282
"Uruguay",5,2,"Mexico",6,1,7,282
"Netherlands",7,2,"England",8,1,8,282
"Italy",1,1,"Portugal",2,2,1,283
"Uruguay",3,1,"Australia",4,2,2,283
"England",5,1,"Argentina",6,2,3,283
"Spain",7,1,"Senegal",8,2,4,283
"Chile",1,2,"Germany",2,1,5,283
"Belgium",3,2,"Brazil",4,1,6,283
"Wales",5,2,"Denmark",6,1,7,283
"Algeria",7,2,"Iran",8,1,8,283
"Italy",1,1,"Colombia",2,2,1,284
"Uruguay",3,1,"Korea Republic",4,2,2,284
"Croatia",5,1,"Spain",6,2,3,284
"Germany",7,1,"Mexico",8,2,4,284
"Wales",1,2,"Iran",2,1,5,284
"France",3,2,"Chile",4,1,6,284
"Morocco",5,2,"Netherlands",6,1,7,284
"Portugal",7,2,"Brazil",8,1,8,284
"Colombia",1,1,"Poland",2,2,1,285
"Mexico",3,1,"France",4,2,2,285
"England",5,1,"Japan",6,2,3,285
"Argentina",7,1,"Nigeria",8,2,4,285
"Tunisia",1,2,"Belgium",2,1,5,285
"Wales",3,2,"Uruguay",4,1,6,285
"Denmark",5,2,"Spain",6,1,7,285
"Iran",7,2,"Chile",8,1,8,285
"Italy",1,1,"Korea Republic",2,2,1,286
"France",3,1,"Morocco",4,2,2,286
"Spain",5,1,"Denmark",6,2,3,286
"Uruguay",7,1,"England",8,2,4,286
"Algeria",1,2,"Belgium",2,1,5,286
"Iran",3,2,"Argentina",4,1,6,286
"Colombia",5,2,"Brazil",6,1,7,286
"Portugal",7,2,"Croatia",8,1,8,286
"Italy",1,1,"Mexico",2,2,1,287
"Portugal",3,1,"England",4,2,2,287
"Belgium",5,1,"Wales",6,2,3,287
"France",7,1,"Croatia",8,2,4,287
"Qatar",1,2,"Argentina",2,1,5,287
"Netherlands",3,2,"Switzerland",4,1,6,287
"Colombia",5,2,"Brazil",6,1,7,287
"Uruguay",7,2,"Spain",8,1,8,287
"Qatar",1,1,"Chile",2,2,1,288
"Brazil",3,1,"United States",4,2,2,288
"Costa Rica",5,1,"Australia",6,2,3,288
"Belgium",7,1,"Nigeria",8,2,4,288
"Colombia",1,2,"Spain",2,1,5,288
"Algeria",3,2,"Germany",4,1,6,288
"Portugal",5,2,"Mexico",6,1,7,288
"Croatia",7,2,"Argentina",8,1,8,288
"Qatar",1,1,"Germany",2,2,1,289
"France",3,1,"Wales",4,2,2,289
"Switzerland",5,1,"Nigeria",6,2,3,289
"Iran",7,1,"Senegal",8,2,4,289
"Chile",1,2,"Argentina",2,1,5,289
"United States",3,2,"Uruguay",4,1,6,289
"Algeria",5,2,"Spain",6,1,7,289
"Mexico",7,2,"Brazil",8,1,8,289
"Senegal",1,1,"Iran",2,2,1,290
"Spain",3,1,"Mexico",4,2,2,290
"Belgium",5,1,"Uruguay",6,2,3,290
"England",7,1,"Netherlands",8,2,4,290
"Germany",1,2,"Poland",2,1,5,290
"Chile",3,2,"Nigeria",4,1,6,290
"Wales",5,2,"France",6,1,7,290
"Italy",7,2,"Argentina",8,1,8,290
"Mexico",1,1,"England",2,2,1,291
"Portugal",3,1,"France",4,2,2,291
"Brazil",5,1,"Belgium",6,2,3,291
"Netherlands",7,1,"Colombia",8,2,4,291
"Qatar",1,2,"United States",2,1,5,291
"Germany",3,2,"Switzerland",4,1,6,291
"Tunisia",5,2,"Croatia",6,1,7,291
"Argentina",7,2,"Spain",8,1,8,291
"Uruguay",1,1,"Belgium",2,2,1,292
"Iran",3,1,"Italy",4,2,2,292
"France",5,1,"Netherlands",6,2,3,292
"Germany",7,1,"England",8,2,4,292
"Qatar",1,2,"Croatia",2,1,5,292
"Mexico",3,2,"Spain",4,1,6,292
"Denmark",5,2,"Morocco",6,1,7,292
"Portugal",7,2,"Colombia",8,1,8,292
"Uruguay",1,1,"Netherlands",2,2,1,293
"Croatia",3,1,"Germany",4,2,2,293
"Poland",5,1,"Chile",6,2,3,293
"Italy",7,1,"Denmark",8,2,4,293
"United States",1,2,"Argentina",2,1,5,293
"Belgium",3,2,"Portugal",4,1,6,293
"Spain",5,2,"Mexico",6,1,7,293
"Brazil",7,2,"France",8,1,8,293
"Croatia",1,1,"England",2,2,1,294
"Spain",3,1,"Colombia",4,2,2,294
"Germany",5,1,"United States",6,2,3,294
"Argentina",7,1,"Senegal",8,2,4,294
"Morocco",1,2,"Mexico",2,1,5,294
"Netherlands",3,2,"Portugal",4,1,6,294
"France",5,2,"Brazil",6,1,7,294
"Denmark",7,2,"Belgium",8,1,8,294
"Netherlands",1,1,"Tunisia",2,2,1,295
"Brazil",3,1,"Senegal",4,2,2,295
"Colombia",5,1,"Germany",6,2,3,295
"Wales",7,1,"Belgium",8,2,4,295
"Algeria",1,2,"Spain",2,1,5,295
"Korea Republic",3,2,"France",4,1,6,295
"Japan",5,2,"Portugal",6,1,7,295
"Argentina",7,2,"Italy",8,1,8,295
"Germany",1,1,"Wales",2,2,1,296
"Brazil",3,1,"Denmark",4,2,2,296
"England",5,1,"United States",6,2,3,296
"Portugal",7,1,"Italy",8,2,4,296
"Morocco",1,2,"Australia",2,1,5,296
"Netherlands",3,2,"Spain",4,1,6,296
"Mexico",5,2,"Belgium",6,1,7,296
"Tunisia",7,2,"France",8,1,8,296
"Switzerland",1,1,"Denmark",2,2,1,297
"Iran",3,1,"Nigeria",4,2,2,297
"Portugal",5,1,"Uruguay",6,2,3,297
"France",7,1,"Germany",8,2,4,297
"Qatar",1,2,"Spain",2,1,5,297
"England",3,2,"Japan",4,1,6,297
"Colombia",5,2,"Wales",6,1,7,297
"Australia",7,2,"Costa Rica",8,1,8,297
"Croatia",1,1,"Netherlands",2,2,1,298
"Denmark",3,1,"Mexico",4,2,2,298
"England",5,1,"Iran",6,2,3,298
"Switzerland",7,1,"Chile",8,2,4,298
"Qatar",1,2,"Brazil",2,1,5,298
"Argentina",3,2,"Portugal",4,1,6,298
"Colombia",5,2,"Germany",6,1,7,298
"France",7,2,"Belgium",8,1,8,298
"Germany",1,1,"Australia",2,2,1,299
"Uruguay",3,1,"Morocco",4,2,2,299
"France",5,1,"Switzerland",6,2,3,299
"Chile",7,1,"Argentina",8,2,4,299
"Costa Rica",1,2,"Netherlands",2,1,5,299
"Spain",3,2,"Italy",4,1,6,299
"Tunisia",5,2,"Belgium",6,1,7,299
"Iran",7,2,"Denmark",8,1,8,299
"Senegal",1,1,"Poland",2,2,1,300
"Brazil",3,1,"United States",4,2,2,300
"Chile",5,1,"Croatia",6,2,3,300
"Argentina",7,1,"England",8,2,4,300
"Uruguay",1,2,"France",2,1,5,300
"Switzerland",3,2,"Belgium",4,1,6,300
"Spain",5,2,"Portugal",6,1,7,300
"Germany",7,2,"Colombia",8,1,8,300
"Morocco",1,1,"Croatia",2,2,1,301
"Uruguay",3,1,"Brazil",4,2,2,301
"England",5,1,"France",6,2,3,301
"Netherlands",7,1,"Poland",8,2,4,301
"Colombia",1,2,"Spain",2,1,5,301
"Senegal",3,2,"Wales",4,1,6,301
"Italy",5,2,"Iran",6,1,7,301
"Belgium",7,2,"Argentina",8,1,8,301
"United States",1,1,"Netherlands",2,2,1,302
"France",3,1,"Argentina",4,2,2,302
"Belgium",5,1,"Costa Rica",6,2,3,302
"Spain",7,1,"Senegal",8,2,4,302
"Uruguay",1,2,"Iran",2,1,5,302
"Chile",3,2,"Algeria",4,1,6,302
"Switzerland",5,2,"Germany",6,1,7,302
"Italy",7,2,"Brazil",8,1,8,302
"Qatar",1,1,"Mexico",2,2,1,303
"Spain",3,1,"England",4,2,2,303
"Algeria",5,1,"France",6,2,3,303
"Portugal",7,1,"Iran",8,2,4,303
"Croatia",1,2,"Belgium",2,1,5,303
"Italy",3,2,"Uruguay",4,1,6,303
"Netherlands",5,2,"Costa Rica",6,1,7,303
"Korea Republic",7,2,"Denmark",8,1,8,303
"Mexico",1,1,"Croatia",2,2,1,304
"Italy",3,1,"Argentina",4,2,2,304
"Portugal",5,1,"Australia",6,2,3,304
"Iran",7,1,"Poland",8,2,4,304
"Qatar",1,2,"Brazil",2,1,5,304
"France",3,2,"Germany",4,1,6,304
"Senegal",5,2,"Belgium",6,1,7,304
"Uruguay",7,2,"Spain",8,1,8,304
"Poland",1,1,"Portugal",2,2,1,305
"United States",3,1,"Australia",4,2,2,305
"Chile",5,1,"Mexico",6,2,3,305
"Brazil",7,1,"England",8,2,4,305
"Qatar",1,2,"Korea Republic",2,1,5,305
"France",3,2,"Belgium",4,1,6,305
"Croatia",5,2,"Iran",6,1,7,305
"Denmark",7,2,"Uruguay",8,1,8,305
"Colombia",1,1,"Japan",2,2,1,306
"England",3,1,"Portugal",4,2,2,306
"France",5,1,"Argentina",6,2,3,306
"Denmark",7,1,"Brazil",8,2,4,306
"Poland",1,2,"Belgium",2,1,5,306
"Chile",3,2,"Germany",4,1,6,306
"Korea Republic",5,2,"Australia",6,1,7,306
"Spain",7,2,"Croatia",8,1,8,306
"Chile",1,1,"Wales",2,2,1,307
"France",3,1,"Poland",4,2,2,307
"Senegal",5,1,"Japan",6,2,3,307
"Switzerland",7,1,"Australia",8,2,4,307
"Germany",1,2,"Denmark",2,1,5,307
"Korea Republic",3,2,"Argentina",4,1,6,307
"Netherlands",5,2,"Uruguay",6,1,7,307
"Croatia",7,2,"Belgium",8,1,8,307
"Netherlands",1,1,"Poland",2,2,1,308
"Spain",3,1,"Portugal",4,2,2,308
"Argentina",5,1,"Australia",6,2,3,308
"Belgium",7,1,"Uruguay",8,2,4,308
"Qatar",1,2,"Brazil",2,1,5,308
"Colombia",3,2,"Mexico",4,1,6,308
"Croatia",5,2,"Denmark",6,1,7,308
"Germany",7,2,"France",8,1,8,308
"Colombia",1,1,"Japan",2,2,1,309
"France",3,1,"Iran",4,2,2,309
"Australia",5,1,"Germany",6,2,3,309
"Argentina",7,1,"Portugal",8,2,4,309
"Tunisia",1,2,"Spain",2,1,5,309
"Italy",3,2,"Belgium",4,1,6,309
"Mexico",5,2,"Brazil",6,1,7,309
"Netherlands",7,2,"Denmark",8,1,8,309
"Wales",1,1,"Mexico",2,2,1,310
"Spain",3,1,"Iran",4,2,2,310
"Italy",5,1,"Croatia",6,2,3,310
"Brazil",7,1,"France",8,2,4,310
"Denmark",1,2,"Japan",2,1,5,310
"Korea Republic",3,2,"England",4,1,6,310
"Tunisia",5,2,"Argentina",6,1,7,310
"Netherlands",7,2,"Colombia",8,1,8,310
"Costa Rica",1,1,"England",2,2,1,311
"Brazil",3,1,"France",4,2,2,311
"Belgium",5,1,"Spain",6,2,3,311
"Argentina",7,1,"Australia",8,2,4,311
"Qatar",1,2,"Wales",2,1,5,311
"United States",3,2,"Switzerland",4,1,6,311
"Mexico",5,2,"Netherlands",6,1,7,311
"Germany",7,2,"Portugal",8,1,8,311
"Mexico",1,1,"Japan",2,2,1,312
"Brazil",3,1,"Netherlands",4,2,2,312
"Nigeria",5,1,"Algeria",6,2,3,312
"Chile",7,1,"Iran",8,2,4,312
"Qatar",1,2,"Belgium",2,1,5,312
"Italy",3,2,"Argentina",4,1,6,312
"Uruguay",5,2,"Switzerland",6,1,7,312
"Spain",7,2,"France",8,1,8,312
"Tunisia",1,1,"Brazil",2,2,1,313
"Chile",3,1,"Belgium",4,2,2,313
"Senegal",5,1,"Italy",6,2,3,313
"Argentina",7,1,"France",8,2,4,313
"Qatar",1,2,"Netherlands",2,1,5,313
"Spain",3,2,"Croatia",4,1,6,313
"Mexico",5,2,"Portugal",6,1,7,313
"Morocco",7,2,"Japan",8,1,8,313
"Italy",1,1,"Belgium",2,2,1,314
"Brazil",3,1,"Switzerland",4,2,2,314
"Chile",5,1,"Argentina",6,2,3,314
"Uruguay",7,1,"Mexico",8,2,4,314
"Jamaica",1,2,"Australia",2,1,5,314
"Korea Republic",3,2,"Algeria",4,1,6,314
"England",5,2,"Denmark",6,1,7,314
"United States",7,2,"Spain",8,1,8,314
"Denmark",1,1,"Spain",2,2,1,315
"Iran",3,1,"Italy",4,2,2,315
"Wales",5,1,"Morocco",6,2,3,315
"Mexico",7,1,"Algeria",8,2,4,315
"Chile",1,2,"Croatia",2,1,5,315
"Germany",3,2,"Australia",4,1,6,315
"England",5,2,"Colombia",6,1,7,315
"Korea Republic",7,2,"Portugal",8,1,8,315
"Netherlands",1,1,"Mexico",2,2,1,316
"Argentina",3,1,"Italy",4,2,2,316
"Belgium",5,1,"Uruguay",6,2,3,316
"Chile",7,1,"Denmark",8,2,4,316
"Costa Rica",1,2,"England",2,1,5,316
"Croatia",3,2,"Brazil",4,1,6,316
"Switzerland",5,2,"Spain",6,1,7,316
"Germany",7,2,"France",8,1,8,316
"Colombia",1,1,"Spain",2,2,1,317
"Germany",3,1,"Mexico",4,2,2,317
"Belgium",5,1,"Italy",6,2,3,317
"Brazil",7,1,"Uruguay",8,2,4,317
"Nigeria",1,2,"Croatia",2,1,5,317
"Switzerland",3,2,"Argentina",4,1,6,317
"Netherlands",5,2,"France",6,1,7,317
"Costa Rica",7,2,"England",8,1,8,317
"Jamaica",1,1,"Netherlands",2,2,1,318
"Italy",3,1,"Croatia",4,2,2,318
"Morocco",5,1,"Argentina",6,2,3,318
"Brazil",7,1,"Belgium",8,2,4,318
"Uruguay",1,2,"Algeria",2,1,5,318
"Iran",3,2,"Portugal",4,1,6,318
"Denmark",5,2,"Korea Republic",6,1,7,318
"Germany",7,2,"Wales",8,1,8,318
"Croatia",1,1,"Australia",2,2,1,319
"Japan",3,1,"Belgium",4,2,2,319
"Spain",5,1,"Wales",6,2,3,319
"England",7,1,"Poland",8,2,4,319
"Tunisia",1,2,"Argentina",2,1,5,319
"Portugal",3,2,"Korea Republic",4,1,6,319
"Netherlands",5,2,"Brazil",6,1,7,319
"Denmark",7,2,"France",8,1,8,319
"Mexico",1,1,"Germany",2,2,1,320
"Brazil",3,1,"Portugal",4,2,2,320
"Korea Republic",5,1,"Senegal",6,2,3,320
"Italy",7,1,"Denmark",8,2,4,320
"Algeria",1,2,"Spain",2,1,5,320
"Croatia",3,2,"Uruguay",4,1,6,320
"Chile",5,2,"England",6,1,7,320
"Australia",7,2,"United States",8,1,8,320
"Senegal",1,1,"Mexico",2,2,1,321
"Belgium",3,1,"United States",4,2,2,321
"France",5,1,"Morocco",6,2,3,321
"Netherlands",7,1,"Croatia",8,2,4,321
"Colombia",1,2,"Australia",2,1,5,321
"Algeria",3,2,"Italy",4,1,6,321
"Switzerland",5,2,"Brazil",6,1,7,321
"Argentina",7,2,"England",8,1,8,321
"Uruguay",1,1,"Argentina",2,2,1,322
"Australia",3,1,"Germany",4,2,2,322
"Japan",5,1,"Korea Republic",6,2,3,322
"Belgium",7,1,"Switzerland",8,2,4,322
"Qatar",1,2,"Iran",2,1,5,322
"Senegal",3,2,"Chile",4,1,6,322
"Italy",5,2,"Spain",6,1,7,322
"Netherlands",7,2,"France",8,1,8,322
"Netherlands",1,1,"Algeria",2,2,1,323
"France",3,1,"Costa Rica",4,2,2,323
"Argentina",5,1,"Uruguay",6,2,3,323
"Mexico",7,1,"Germany",8,2,4,323
"Qatar",1,2,"Belgium",2,1,5,323
"Iran",3,2,"Italy",4,1,6,323
"Tunisia",5,2,"Spain",6,1,7,323
"Switzerland",7,2,"Brazil",8,1,8,323
"Senegal",1,1,"Tunisia",2,2,1,324
"Spain",3,1,"Australia",4,2,2,324
"Italy",5,1,"Netherlands",6,2,3,324
"Belgium",7,1,"Croatia",8,2,4,324
"Colombia",1,2,"Germany",2,1,5,324
"Japan",3,2,"England",4,1,6,324
"Brazil",5,2,"Nigeria",6,1,7,324
"Wales",7,2,"Argentina",8,1,8,324
"Poland",1,1,"Costa Rica",2,2,1,325
"Portugal",3,1,"Brazil",4,2,2,325
"Belgium",5,1,"Nigeria",6,2,3,325
"Netherlands",7,1,"Japan",8,2,4,325
"Morocco",1,2,"France",2,1,5,325
"Switzerland",3,2,"Korea Republic",4,1,6,325
"Germany",5,2,"Spain",6,1,7,325
"Australia",7,2,"Denmark",8,1,8,325
"Qatar",1,1,"Japan",2,2,1,326
"France",3,1,"Portugal",4,2,2,326
